m = 6.07
t,x,y,r,θ
1.869,23.70,-31.58,39.48,-53.1
1.885,25.01,-30.46,39.41,-50.6
1.902,26.53,-29.00,39.30,-47.6
1.919,28.09,-27.30,39.17,-44.2
1.935,29.73,-25.35,39.07,-40.4
1.952,31.34,-23.06,38.91,-36.4
1.969,32.90,-20.58,38.80,-32.0
1.985,34.35,-17.75,38.67,-27.3
2.002,35.60,-14.78,38.55,-22.5
2.019,36.66,-11.63,38.47,-17.6
2.035,37.49,-8.287,38.39,-12.5
2.052,38.02,-4.883,38.34,-7.3
2.069,38.27,-1.393,38.29,-2.1
2.085,38.17,2.003,38.22,3.0
2.102,37.80,5.373,38.18,8.1
2.119,37.12,8.619,38.11,13.1
2.135,36.19,11.63,38.01,17.8
2.152,35.09,14.62,38.01,22.6
2.169,33.77,17.21,37.90,27.0
2.186,32.40,19.85,37.99,31.5
2.202,30.88,22.15,38.00,35.7
2.219,29.29,23.58,37.61,38.8
2.236,27.75,25.21,37.49,42.3
2.252,26.32,26.78,37.54,45.5
2.269,24.94,28.05,37.54,48.4
2.286,23.66,28.98,37.41,50.8
2.302,22.55,29.83,37.40,52.9
2.319,21.64,30.53,37.42,54.7
2.336,20.91,31.05,37.43,56.0
2.352,20.39,31.41,37.45,57.0
2.369,20.08,31.62,37.45,57.6
2.386,20.02,32.26,37.96,58.2
2.402,20.16,32.20,37.99,58.0
2.419,20.52,31.99,38.00,57.3
2.436,21.09,31.62,38.01,56.3
2.452,21.89,31.13,38.06,54.9
2.469,22.87,30.48,38.11,53.1
2.486,24.01,29.62,38.13,51.0
2.502,25.31,28.59,38.18,48.5
2.519,26.73,27.32,38.22,45.6
2.536,28.23,25.79,38.24,42.4
2.553,29.74,23.97,38.19,38.9
2.569,31.29,22.16,38.34,35.3
2.586,32.78,19.75,38.27,31.1
2.603,34.14,17.19,38.23,26.7
2.619,35.40,14.47,38.24,22.2
2.636,36.48,11.62,38.29,17.7
2.653,37.30,8.481,38.25,12.8
2.669,37.90,5.242,38.26,7.9
2.686,38.20,1.932,38.25,2.9
2.703,38.24,-1.426,38.27,-2.1
2.719,38.00,-4.737,38.30,-7.1
2.736,37.49,-7.990,38.33,-12.0
2.753,36.72,-11.14,38.37,-16.9
2.769,35.76,-14.05,38.43,-21.4
2.786,34.62,-16.80,38.48,-25.9
2.803,33.35,-19.14,38.45,-29.9
2.819,31.61,-21.71,38.35,-34.5
2.836,30.15,-23.76,38.38,-38.2
2.853,28.73,-25.55,38.45,-41.6
2.870,27.36,-27.10,38.51,-44.7
2.886,26.08,-28.40,38.56,-47.4
2.903,24.91,-29.49,38.60,-49.8
2.920,23.89,-30.34,38.62,-51.8
2.936,23.05,-31.02,38.65,-53.4
2.953,22.40,-31.52,38.67,-54.6
2.970,21.95,-31.85,38.68,-55.4
2.986,21.70,-32.01,38.67,-55.9
3.003,21.67,-32.01,38.65,-55.9
3.020,21.86,-31.86,38.63,-55.5
3.036,22.26,-31.54,38.61,-54.8
3.053,22.87,-31.07,38.58,-53.6
3.070,23.67,-30.41,38.54,-52.1
3.086,24.65,-29.57,38.49,-50.2
3.103,25.79,-28.52,38.45,-47.9
3.120,27.06,-27.25,38.40,-45.2
3.136,28.42,-25.75,38.34,-42.2
3.153,29.82,-24.02,38.29,-38.8
3.170,31.24,-22.01,38.22,-35.2
3.187,32.64,-19.76,38.15,-31.2
3.203,33.94,-17.28,38.09,-27.0
3.220,35.11,-14.55,38.01,-22.5
3.237,36.11,-11.64,37.94,-17.9
3.253,36.89,-8.611,37.88,-13.1
3.270,37.47,-5.481,37.87,-8.3
3.287,37.78,-2.248,37.84,-3.4
3.303,37.81,0.960,37.83,1.5
3.320,37.58,4.122,37.81,6.3
3.337,37.09,7.231,37.79,11.0
3.353,36.36,10.21,37.76,15.7
3.370,35.42,13.02,37.74,20.2
3.387,34.33,15.67,37.73,24.5
3.403,33.10,18.11,37.73,28.7
3.420,31.78,20.34,37.73,32.6
3.437,30.41,22.32,37.72,36.3
3.453,29.05,24.07,37.73,39.6
3.470,27.73,25.59,37.74,42.7
3.487,26.48,26.90,37.75,45.5
3.503,25.33,28.01,37.77,47.9
3.520,24.28,28.93,37.77,50.0
3.537,23.39,29.68,37.79,51.8
3.554,22.65,30.24,37.78,53.2
3.570,22.15,30.64,37.80,54.1
3.587,21.79,30.87,37.79,54.8
3.604,21.66,30.99,37.81,55.0
3.620,21.71,30.96,37.81,55.0
3.637,21.99,30.78,37.83,54.5
3.654,22.45,30.46,37.83,53.6
3.670,23.10,29.96,37.83,52.4
3.687,23.97,29.31,37.86,50.7
3.704,24.97,28.47,37.87,48.8
3.720,26.11,27.43,37.87,46.4
3.737,27.37,26.18,37.87,43.7
3.754,28.67,24.73,37.86,40.8
3.770,30.04,23.04,37.86,37.5
3.787,31.43,21.13,37.87,33.9
3.804,32.76,18.96,37.85,30.1
3.820,34.03,16.58,37.85,26.0
3.837,35.17,13.97,37.84,21.7
3.854,36.15,11.18,37.84,17.2
3.871,36.92,8.255,37.83,12.6
3.887,37.46,5.202,37.82,7.9
3.904,37.75,2.106,37.81,3.2
3.921,37.79,-1.035,37.80,-1.6
3.937,37.58,-4.178,37.81,-6.3
3.954,37.13,-7.258,37.83,-11.1
3.971,36.44,-10.20,37.84,-15.6
3.987,35.60,-13.01,37.90,-20.1
4.004,34.60,-15.62,37.97,-24.3
4.021,33.47,-18.10,38.05,-28.4
4.037,32.23,-20.28,38.08,-32.2
4.054,30.97,-22.27,38.15,-35.7
4.071,29.71,-23.99,38.19,-38.9
4.087,28.51,-25.47,38.23,-41.8
4.104,27.38,-26.74,38.27,-44.3
4.121,26.36,-27.79,38.30,-46.5
4.137,25.47,-28.63,38.32,-48.3
4.154,24.73,-29.29,38.34,-49.8
4.171,24.16,-29.79,38.36,-51.0
4.188,23.76,-30.10,38.35,-51.7
4.204,23.55,-30.25,38.34,-52.1
4.221,23.54,-30.25,38.33,-52.1
4.238,23.73,-30.08,38.31,-51.7
4.254,24.12,-29.75,38.30,-51.0
4.271,24.68,-29.24,38.27,-49.8
4.288,25.43,-28.57,38.25,-48.3
4.304,26.33,-27.70,38.22,-46.5
4.321,27.35,-26.63,38.17,-44.2
4.338,28.49,-25.35,38.14,-41.7
4.354,29.69,-23.86,38.09,-38.8
4.371,30.94,-22.13,38.04,-35.6
4.388,32.20,-20.16,37.99,-32.1
4.404,33.41,-18.00,37.95,-28.3
4.421,34.54,-15.53,37.88,-24.2
4.438,35.55,-12.96,37.84,-20.0
4.454,36.39,-10.22,37.80,-15.7
4.471,37.05,-7.341,37.77,-11.2
4.488,37.52,-4.356,37.77,-6.6
4.505,37.74,-1.334,37.77,-2.0
4.521,37.72,1.688,37.76,2.6
4.538,37.48,4.665,37.77,7.1
4.555,37.00,7.572,37.77,11.6
4.571,36.32,10.38,37.77,15.9
4.588,35.46,13.03,37.78,20.2
4.605,34.45,15.53,37.79,24.3
4.621,33.33,17.82,37.80,28.1
4.638,32.14,19.93,37.82,31.8
4.655,30.91,21.79,37.82,35.2
4.671,29.70,23.48,37.86,38.3
4.688,28.51,24.93,37.87,41.2
4.705,27.41,26.17,37.90,43.7
4.721,26.38,27.25,37.93,45.9
4.738,25.47,28.14,37.95,47.9
4.755,24.70,28.86,37.99,49.4
4.771,24.06,29.39,37.98,50.7
4.788,23.63,29.76,38.00,51.6
4.805,23.39,29.99,38.03,52.0
4.821,23.33,30.05,38.04,52.2
4.838,23.47,29.94,38.04,51.9
4.855,23.77,29.72,38.06,51.3
4.872,24.28,29.31,38.06,50.4
4.888,24.96,28.73,38.06,49.0
4.905,25.79,27.98,38.05,47.3
4.922,26.76,27.06,38.05,45.3
4.938,27.85,25.92,38.04,42.9
4.955,29.00,24.58,38.02,40.3
4.972,30.23,23.02,38.00,37.3
4.988,31.49,21.24,37.98,34.0
5.005,32.71,19.27,37.97,30.5
5.022,33.90,17.05,37.95,26.7
5.038,34.94,14.49,37.83,22.5
5.055,35.93,12.06,37.90,18.6
5.072,36.71,9.341,37.88,14.3
5.088,37.31,6.479,37.87,9.9
5.105,37.70,3.928,37.90,5.9
5.122,37.91,0.624,37.91,0.9
5.138,37.78,-2.352,37.86,-3.6
5.155,37.50,-5.317,37.88,-8.1
5.172,36.98,-8.151,37.87,-12.4
5.189,36.29,-10.87,37.88,-16.7
5.205,35.45,-13.44,37.91,-20.8
5.222,34.51,-15.81,37.96,-24.6
5.239,33.46,-18.07,38.02,-28.4
5.255,32.33,-20.04,38.04,-31.8
5.272,31.21,-21.80,38.07,-34.9
5.289,30.10,-23.34,38.09,-37.8
5.305,29.05,-24.66,38.10,-40.3
5.322,28.08,-25.76,38.11,-42.5
5.339,27.23,-26.67,38.12,-44.4
5.355,26.49,-27.41,38.12,-46.0
5.372,25.90,-27.97,38.12,-47.2
5.389,25.48,-28.35,38.11,-48.1
5.405,25.22,-28.57,38.11,-48.6
5.422,25.14,-28.63,38.10,-48.7
5.439,25.23,-28.52,38.08,-48.5
5.455,25.50,-28.25,38.06,-47.9
5.472,25.93,-27.82,38.03,-47.0
5.489,26.54,-27.22,38.02,-45.7
5.505,27.29,-26.43,37.99,-44.1
5.522,28.17,-25.47,37.97,-42.1
5.539,29.15,-24.29,37.94,-39.8
5.556,30.20,-22.93,37.92,-37.2
5.572,31.30,-21.34,37.89,-34.3
5.589,32.42,-19.55,37.86,-31.1
5.606,33.51,-17.55,37.83,-27.6
5.622,34.54,-15.30,37.77,-23.9
5.639,35.48,-12.94,37.76,-20.0
5.656,36.28,-10.39,37.74,-16.0
5.672,36.93,-7.733,37.73,-11.8
5.689,37.40,-4.952,37.73,-7.5
5.706,37.67,-2.106,37.73,-3.2
5.722,37.72,0.745,37.73,1.1
5.739,37.57,3.571,37.74,5.4
5.756,37.22,6.357,37.76,9.7
5.772,36.67,9.066,37.77,13.9
5.789,35.94,11.65,37.79,18.0
5.806,35.10,14.08,37.81,21.9
5.822,34.12,16.38,37.85,25.7
5.839,33.06,18.49,37.88,29.2
5.856,31.96,20.40,37.92,32.5
5.873,30.86,22.09,37.95,35.6
5.889,29.77,23.59,37.99,38.4
5.906,28.74,24.91,38.03,40.9
5.923,27.79,26.02,38.07,43.1
5.939,26.93,26.95,38.10,45.0
5.956,26.17,27.74,38.14,46.7
5.973,25.54,28.34,38.15,48.0
5.989,25.10,28.76,38.17,48.9
6.006,24.83,29.02,38.19,49.4
6.023,24.74,29.13,38.22,49.7
6.039,24.83,29.07,38.23,49.5
6.056,25.12,28.86,38.26,49.0
6.073,25.54,28.48,38.25,48.1
6.089,26.12,27.93,38.24,46.9
6.106,26.86,27.20,38.23,45.4
6.123,27.74,26.27,38.21,43.4
6.139,28.71,25.15,38.17,41.2
6.156,29.77,23.85,38.15,38.7
6.173,30.88,22.35,38.12,35.9
6.190,32.02,20.62,38.09,32.8
6.206,33.13,18.70,38.05,29.4
6.223,34.21,16.58,38.02,25.9
6.240,35.21,14.26,37.99,22.1
6.256,36.08,11.81,37.96,18.1
6.273,36.80,9.212,37.94,14.1
6.290,37.35,6.499,37.91,9.9
6.306,37.70,3.719,37.89,5.6
6.323,37.86,0.919,37.87,1.4
6.340,37.81,-1.888,37.86,-2.9
6.356,37.56,-4.674,37.85,-7.1
6.373,37.11,-7.358,37.83,-11.2
6.390,36.49,-9.940,37.82,-15.2
6.406,35.77,-12.37,37.84,-19.1
6.423,34.90,-14.65,37.85,-22.8
6.440,33.98,-16.75,37.89,-26.2
6.456,32.99,-18.66,37.90,-29.5
6.473,31.98,-20.35,37.91,-32.5
6.490,30.98,-21.84,37.91,-35.2
6.506,30.04,-23.11,37.90,-37.6
6.523,29.16,-24.19,37.89,-39.7
6.540,28.39,-25.09,37.89,-41.5
6.557,27.72,-25.79,37.86,-42.9
6.573,27.19,-26.34,37.86,-44.1
6.590,26.81,-26.71,37.84,-44.9
6.607,26.57,-26.91,37.82,-45.4
6.623,26.49,-26.96,37.80,-45.5
6.640,26.57,-26.85,37.78,-45.3
6.657,26.82,-26.59,37.76,-44.8
6.673,27.20,-26.16,37.74,-43.9
6.690,27.75,-25.56,37.73,-42.7
6.707,28.41,-24.79,37.71,-41.1
6.723,29.20,-23.84,37.70,-39.2
6.740,30.08,-22.71,37.69,-37.1
6.757,31.02,-21.39,37.68,-34.6
6.773,32.01,-19.88,37.68,-31.8
6.790,33.00,-18.17,37.67,-28.8
6.807,33.97,-16.23,37.65,-25.5
6.823,34.89,-14.17,37.66,-22.1
6.840,35.70,-11.89,37.63,-18.4
6.857,36.42,-9.508,37.64,-14.6
6.874,37.01,-6.987,37.66,-10.7
6.890,37.44,-4.378,37.69,-6.7
6.907,37.68,-1.691,37.72,-2.6
6.924,37.73,0.993,37.74,1.5
6.940,37.59,3.669,37.77,5.6
6.957,37.27,6.302,37.80,9.6
6.974,36.77,8.872,37.83,13.6
6.990,36.11,11.32,37.85,17.4
7.007,35.33,13.65,37.88,21.1
7.024,34.45,15.84,37.92,24.7
7.040,33.49,17.86,37.96,28.1
7.057,32.50,19.70,38.01,31.2
7.074,31.50,21.36,38.06,34.1
7.090,30.51,22.81,38.10,36.8
7.107,29.57,24.09,38.14,39.2
7.124,28.72,25.18,38.20,41.2
7.140,27.95,26.12,38.25,43.1
7.157,27.25,26.88,38.27,44.6
7.174,26.71,27.47,38.31,45.8
7.191,26.32,27.87,38.33,46.6
7.207,26.11,28.11,38.37,47.1
7.224,26.03,28.18,38.36,47.3
7.241,26.15,28.10,38.38,47.1
7.257,26.43,27.85,38.40,46.5
7.274,26.85,27.43,38.38,45.6
7.291,27.41,26.83,38.36,44.4
7.307,28.14,26.04,38.34,42.8
