m = 72.36
t,x,y,r,θ
1.852,23.49,10.66,25.80,24.4
1.869,23.38,10.91,25.80,25.0
1.885,23.33,11.02,25.80,25.3
1.902,23.33,11.02,25.80,25.3
1.919,23.39,10.90,25.80,25.0
1.935,23.50,10.66,25.81,24.4
1.952,23.67,10.29,25.81,23.5
1.969,23.88,9.813,25.81,22.3
1.985,24.12,9.214,25.82,20.9
2.002,24.37,8.503,25.81,19.2
2.019,24.64,7.692,25.81,17.3
2.035,24.91,6.788,25.82,15.2
2.052,25.16,5.797,25.82,13.0
2.069,25.38,4.730,25.82,10.6
2.085,25.56,3.609,25.82,8.0
2.102,25.70,2.436,25.82,5.4
2.119,25.79,1.234,25.82,2.7
2.135,25.82,1.663E-2,25.82,0.0
2.152,25.79,-1.204,25.82,-2.7
2.169,25.71,-2.401,25.82,-5.3
2.186,25.57,-3.574,25.82,-8.0
2.202,25.39,-4.689,25.82,-10.5
2.219,25.18,-5.736,25.83,-12.8
2.236,24.93,-6.708,25.82,-15.1
2.252,24.68,-7.604,25.83,-17.1
2.269,24.42,-8.409,25.83,-19.0
2.286,24.17,-9.089,25.82,-20.6
2.302,23.95,-9.664,25.82,-22.0
2.319,23.75,-10.14,25.83,-23.1
2.336,23.59,-10.49,25.82,-24.0
2.352,23.49,-10.72,25.82,-24.5
2.369,23.44,-10.83,25.82,-24.8
2.386,23.43,-10.82,25.81,-24.8
2.402,23.49,-10.69,25.81,-24.5
2.419,23.60,-10.43,25.80,-23.8
2.436,23.75,-10.04,25.79,-22.9
2.452,23.94,-9.545,25.78,-21.7
2.469,24.18,-8.941,25.78,-20.3
2.486,24.42,-8.232,25.77,-18.6
2.502,24.69,-7.418,25.78,-16.7
2.519,24.94,-6.498,25.77,-14.6
2.536,25.18,-5.503,25.78,-12.3
2.553,25.39,-4.428,25.78,-9.9
2.569,25.56,-3.294,25.78,-7.3
2.586,25.69,-2.117,25.78,-4.7
2.603,25.77,-0.907,25.78,-2.0
2.619,25.78,0.304,25.78,0.7
2.636,25.74,1.511,25.78,3.4
2.653,25.65,2.703,25.79,6.0
2.669,25.51,3.861,25.80,8.6
2.686,25.30,4.965,25.79,11.1
2.703,25.10,6.003,25.80,13.5
2.719,24.85,6.959,25.81,15.6
2.736,24.60,7.830,25.81,17.7
2.753,24.35,8.588,25.82,19.4
2.769,24.10,9.251,25.82,21.0
2.786,23.89,9.797,25.82,22.3
2.803,23.71,10.23,25.82,23.3
2.819,23.57,10.55,25.82,24.1
2.836,23.48,10.76,25.83,24.6
2.853,23.45,10.83,25.83,24.8
2.870,23.46,10.79,25.82,24.7
2.886,23.54,10.62,25.83,24.3
2.903,23.66,10.35,25.83,23.6
2.920,23.84,9.945,25.83,22.6
2.936,24.05,9.431,25.83,21.4
2.953,24.28,8.808,25.83,19.9
2.970,24.54,8.082,25.83,18.2
2.986,24.80,7.255,25.84,16.3
3.003,25.04,6.336,25.83,14.2
3.020,25.27,5.335,25.83,11.9
3.036,25.48,4.265,25.83,9.5
3.053,25.63,3.144,25.83,7.0
3.070,25.75,1.983,25.83,4.4
3.086,25.82,0.796,25.83,1.8
3.103,25.83,-0.400,25.83,-0.9
3.120,25.78,-1.590,25.83,-3.5
3.136,25.67,-2.765,25.82,-6.1
3.153,25.53,-3.897,25.83,-8.7
3.170,25.33,-4.967,25.82,-11.1
3.187,25.12,-5.983,25.82,-13.4
3.203,24.88,-6.914,25.82,-15.5
3.220,24.65,-7.775,25.85,-17.5
3.237,24.43,-8.538,25.88,-19.3
3.253,24.16,-9.116,25.82,-20.7
3.270,23.93,-9.713,25.82,-22.1
3.287,23.75,-10.12,25.81,-23.1
3.303,23.63,-10.42,25.83,-23.8
3.320,23.54,-10.61,25.82,-24.3
3.337,23.50,-10.68,25.82,-24.4
3.353,23.52,-10.61,25.80,-24.3
3.370,23.59,-10.45,25.80,-23.9
3.387,23.71,-10.16,25.80,-23.2
3.403,23.87,-9.749,25.79,-22.2
3.420,24.07,-9.224,25.78,-21.0
3.437,24.31,-8.588,25.78,-19.5
3.453,24.56,-7.823,25.77,-17.7
3.470,24.81,-6.992,25.77,-15.7
3.487,25.04,-6.055,25.76,-13.6
3.503,25.28,-5.042,25.77,-11.3
3.520,25.46,-3.969,25.77,-8.9
3.537,25.62,-2.842,25.78,-6.3
3.554,25.73,-1.673,25.78,-3.7
3.570,25.77,-0.479,25.77,-1.1
3.587,25.77,0.715,25.78,1.6
3.604,25.71,1.891,25.78,4.2
3.620,25.60,3.048,25.78,6.8
3.637,25.45,4.159,25.78,9.3
3.654,25.25,5.222,25.79,11.7
3.670,25.04,6.215,25.80,13.9
3.687,24.81,7.115,25.81,16.0
3.704,24.56,7.926,25.81,17.9
3.720,24.32,8.644,25.81,19.6
3.737,24.11,9.251,25.82,21.0
3.754,23.90,9.744,25.81,22.2
3.770,23.74,10.14,25.81,23.1
3.787,23.63,10.41,25.82,23.8
3.804,23.56,10.56,25.82,24.1
3.820,23.55,10.59,25.82,24.2
3.837,23.58,10.51,25.82,24.0
3.854,23.67,10.31,25.82,23.5
3.871,23.81,9.993,25.82,22.8
3.887,24.00,9.564,25.83,21.7
3.904,24.20,9.018,25.83,20.4
3.921,24.44,8.370,25.83,18.9
3.937,24.69,7.625,25.84,17.2
3.954,24.94,6.783,25.84,15.2
3.971,25.17,5.855,25.84,13.1
3.987,25.37,4.845,25.83,10.8
4.004,25.55,3.785,25.83,8.4
4.021,25.70,2.671,25.84,5.9
4.037,25.79,1.522,25.83,3.4
4.054,25.83,0.347,25.83,0.8
4.071,25.82,-0.826,25.84,-1.8
4.087,25.76,-1.989,25.83,-4.4
4.104,25.64,-3.127,25.83,-7.0
4.121,25.48,-4.216,25.83,-9.4
4.137,25.28,-5.247,25.82,-11.7
4.154,25.06,-6.224,25.82,-13.9
4.171,24.82,-7.115,25.82,-16.0
4.188,24.58,-7.908,25.82,-17.8
4.204,24.34,-8.614,25.82,-19.5
4.221,24.13,-9.203,25.82,-20.9
4.238,23.94,-9.670,25.82,-22.0
4.254,23.79,-10.04,25.83,-22.9
4.271,23.69,-10.30,25.83,-23.5
4.288,23.62,-10.43,25.82,-23.8
4.304,23.62,-10.45,25.83,-23.9
4.321,23.65,-10.37,25.82,-23.7
4.338,23.74,-10.14,25.82,-23.1
4.354,23.87,-9.825,25.81,-22.4
4.371,24.05,-9.378,25.81,-21.3
4.388,24.24,-8.805,25.79,-20.0
4.404,24.47,-8.147,25.79,-18.4
4.421,24.70,-7.382,25.78,-16.6
4.438,24.95,-6.519,25.78,-14.6
4.454,25.18,-5.572,25.78,-12.5
4.471,25.38,-4.557,25.79,-10.2
4.488,25.54,-3.486,25.78,-7.8
4.505,25.67,-2.357,25.78,-5.2
4.521,25.76,-1.198,25.79,-2.7
4.538,25.79,-3.273E-2,25.79,-0.1
4.555,25.77,1.142,25.79,2.5
4.571,25.70,2.290,25.80,5.1
4.588,25.58,3.419,25.81,7.6
4.605,25.41,4.479,25.80,10.0
4.621,25.21,5.492,25.81,12.3
4.638,25.00,6.426,25.82,14.4
4.655,24.77,7.277,25.82,16.4
4.671,24.54,8.046,25.83,18.2
4.688,24.31,8.702,25.82,19.7
4.705,24.11,9.266,25.83,21.0
4.721,23.93,9.724,25.83,22.1
4.738,23.80,10.05,25.83,22.9
4.755,23.69,10.26,25.82,23.4
4.771,23.64,10.36,25.82,23.7
4.788,23.65,10.35,25.81,23.6
4.805,23.70,10.23,25.82,23.3
4.821,23.80,9.997,25.81,22.8
4.838,23.94,9.642,25.81,21.9
4.855,24.13,9.185,25.82,20.8
4.872,24.34,8.609,25.82,19.5
4.888,24.57,7.933,25.82,17.9
4.905,24.81,7.163,25.82,16.1
4.922,25.05,6.309,25.83,14.1
4.938,25.26,5.368,25.83,12.0
4.955,25.45,4.360,25.82,9.7
4.972,25.62,3.295,25.83,7.3
4.988,25.73,2.194,25.83,4.9
5.005,25.80,1.053,25.82,2.3
5.022,25.82,-0.100,25.82,-0.2
5.038,25.79,-1.239,25.82,-2.8
5.055,25.71,-2.374,25.82,-5.3
5.072,25.58,-3.478,25.81,-7.7
5.088,25.41,-4.526,25.81,-10.1
5.105,25.21,-5.521,25.81,-12.4
5.122,24.99,-6.437,25.80,-14.4
5.138,24.76,-7.285,25.81,-16.4
5.155,24.53,-8.055,25.82,-18.2
5.172,24.30,-8.691,25.81,-19.7
5.189,24.10,-9.234,25.81,-21.0
5.205,23.92,-9.668,25.80,-22.0
5.222,23.79,-9.975,25.79,-22.8
5.239,23.70,-10.20,25.80,-23.3
5.255,23.65,-10.29,25.79,-23.5
5.272,23.66,-10.27,25.79,-23.5
5.289,23.71,-10.12,25.78,-23.1
5.305,23.81,-9.868,25.77,-22.5
5.322,23.96,-9.490,25.77,-21.6
5.339,24.14,-9.015,25.77,-20.5
5.355,24.35,-8.418,25.77,-19.1
5.372,24.57,-7.854,25.80,-17.7
5.389,24.81,-6.924,25.76,-15.6
5.405,25.04,-6.047,25.76,-13.6
5.422,25.25,-5.084,25.75,-11.4
5.439,25.43,-4.065,25.75,-9.1
5.455,25.59,-2.993,25.76,-6.7
5.472,25.70,-1.872,25.77,-4.2
5.489,25.76,-0.732,25.77,-1.6
5.505,25.77,0.421,25.77,0.9
5.522,25.74,1.554,25.78,3.5
5.539,25.65,2.669,25.78,5.9
5.556,25.51,3.745,25.78,8.4
5.572,25.35,4.771,25.79,10.7
5.589,25.15,5.739,25.80,12.9
5.606,24.94,6.630,25.81,14.9
5.622,24.72,7.432,25.81,16.7
5.639,24.49,8.140,25.80,18.4
5.656,24.29,8.745,25.82,19.8
5.672,24.10,9.250,25.81,21.0
5.689,23.94,9.641,25.81,21.9
5.706,23.83,9.929,25.81,22.6
5.722,23.76,10.10,25.81,23.0
5.739,23.72,10.16,25.81,23.2
5.756,23.75,10.10,25.81,23.0
5.772,23.82,9.932,25.81,22.6
5.789,23.94,9.650,25.81,22.0
5.806,24.10,9.269,25.82,21.0
5.822,24.28,8.777,25.82,19.9
5.839,24.50,8.169,25.82,18.4
5.856,24.72,7.469,25.82,16.8
5.873,24.94,6.684,25.82,15.0
5.889,25.17,5.808,25.83,13.0
5.906,25.37,4.854,25.83,10.8
5.923,25.54,3.848,25.82,8.6
5.939,25.68,2.784,25.83,6.2
5.956,25.78,1.693,25.84,3.8
5.973,25.82,0.571,25.83,1.3
5.989,25.82,-0.562,25.83,-1.2
6.006,25.78,-1.682,25.83,-3.7
6.023,25.67,-2.780,25.82,-6.2
6.039,25.53,-3.843,25.82,-8.6
6.056,25.36,-4.850,25.82,-10.8
6.073,25.15,-5.791,25.81,-13.0
6.089,24.94,-6.656,25.81,-14.9
6.106,24.71,-7.454,25.81,-16.8
6.123,24.49,-8.142,25.81,-18.4
6.139,24.29,-8.738,25.81,-19.8
6.156,24.10,-9.238,25.81,-21.0
6.173,23.94,-9.605,25.80,-21.9
6.190,23.84,-9.881,25.81,-22.5
6.206,23.77,-10.05,25.81,-22.9
6.223,23.75,-10.08,25.80,-23.0
6.240,23.76,-10.02,25.79,-22.9
6.256,23.84,-9.823,25.79,-22.4
6.273,23.97,-9.523,25.79,-21.7
6.290,24.12,-9.106,25.78,-20.7
6.306,24.31,-8.585,25.78,-19.5
6.323,24.52,-7.954,25.78,-18.0
6.340,24.73,-7.226,25.77,-16.3
6.356,24.96,-6.418,25.77,-14.4
6.373,25.18,-5.520,25.77,-12.4
6.390,25.37,-4.552,25.78,-10.2
6.406,25.53,-3.526,25.78,-7.9
6.423,25.66,-2.447,25.77,-5.4
6.440,25.75,-1.340,25.78,-3.0
6.456,25.78,-0.224,25.79,-0.5
6.473,25.78,0.901,25.80,2.0
6.490,25.71,2.005,25.79,4.5
6.506,25.61,3.084,25.80,6.9
6.523,25.46,4.118,25.80,9.2
6.540,25.29,5.105,25.80,11.4
6.557,25.10,6.017,25.81,13.5
6.573,24.89,6.854,25.82,15.4
6.590,24.68,7.586,25.82,17.1
6.607,24.46,8.242,25.81,18.6
6.623,24.27,8.792,25.81,19.9
6.640,24.10,9.245,25.81,21.0
6.657,23.96,9.581,25.81,21.8
6.673,23.86,9.802,25.79,22.3
6.690,23.80,9.931,25.79,22.6
6.707,23.79,9.936,25.78,22.7
