m = 72.36
t,x,y,r,θ
4.388,13.42,3.932,13.99,16.3
4.404,13.62,3.277,14.01,13.5
4.421,13.81,2.536,14.04,10.4
4.438,13.95,1.730,14.06,7.1
4.454,14.06,0.880,14.08,3.6
4.471,14.11,8.522E-3,14.11,0.0
4.488,14.11,-0.872,14.14,-3.5
4.505,14.07,-1.733,14.18,-7.0
4.521,13.96,-2.552,14.20,-10.4
4.538,13.84,-3.314,14.23,-13.5
4.555,13.68,-3.994,14.25,-16.3
4.571,13.51,-4.593,14.27,-18.8
4.588,13.35,-5.081,14.28,-20.8
4.605,13.21,-5.473,14.30,-22.5
4.621,13.11,-5.734,14.30,-23.6
4.638,13.04,-5.877,14.31,-24.3
4.655,13.03,-5.908,14.31,-24.4
4.671,13.07,-5.834,14.31,-24.1
4.688,13.15,-5.645,14.31,-23.2
4.705,13.27,-5.336,14.30,-21.9
4.721,13.42,-4.916,14.29,-20.1
4.738,13.59,-4.387,14.28,-17.9
4.755,13.75,-3.759,14.26,-15.3
4.771,13.91,-3.051,14.24,-12.4
4.788,14.04,-2.274,14.22,-9.2
4.805,14.11,-1.447,14.19,-5.9
4.821,14.15,-0.598,14.16,-2.4
4.838,14.12,0.269,14.12,1.1
4.855,14.05,1.125,14.09,4.6
4.872,13.94,1.953,14.07,8.0
4.888,13.79,2.719,14.05,11.2
4.905,13.61,3.421,14.03,14.1
4.922,13.43,4.042,14.03,16.8
4.938,13.24,4.588,14.01,19.1
4.955,13.06,5.001,13.99,21.0
4.972,12.92,5.321,13.97,22.4
4.988,12.81,5.519,13.95,23.3
5.005,12.76,5.615,13.94,23.7
5.022,12.77,5.579,13.94,23.6
5.038,12.83,5.437,13.94,23.0
5.055,12.96,5.182,13.95,21.8
5.072,13.11,4.808,13.96,20.1
5.088,13.29,4.333,13.97,18.1
5.105,13.47,3.765,13.99,15.6
5.122,13.66,3.104,14.01,12.8
5.138,13.84,2.367,14.04,9.7
5.155,13.97,1.575,14.06,6.4
5.172,14.07,0.745,14.09,3.0
5.189,14.12,-0.115,14.12,-0.5
5.205,14.11,-0.964,14.14,-3.9
5.222,14.06,-1.785,14.18,-7.2
5.239,13.96,-2.572,14.20,-10.4
5.255,13.84,-3.291,14.22,-13.4
5.272,13.69,-3.948,14.25,-16.1
5.289,13.54,-4.501,14.26,-18.4
5.305,13.40,-4.957,14.29,-20.3
5.322,13.28,-5.296,14.30,-21.7
5.339,13.20,-5.544,14.31,-22.8
5.355,13.15,-5.676,14.32,-23.3
5.372,13.15,-5.689,14.32,-23.4
5.389,13.19,-5.592,14.33,-23.0
5.405,13.26,-5.384,14.32,-22.1
5.422,13.38,-5.071,14.31,-20.8
5.439,13.52,-4.648,14.30,-19.0
5.455,13.68,-4.117,14.29,-16.7
5.472,13.83,-3.492,14.26,-14.2
5.489,13.98,-2.803,14.26,-11.3
5.505,14.08,-2.040,14.22,-8.2
5.522,14.14,-1.235,14.20,-5.0
5.539,14.17,-0.407,14.17,-1.6
5.556,14.14,0.432,14.14,1.7
5.572,14.06,1.261,14.12,5.1
5.589,13.95,2.041,14.10,8.3
5.606,13.80,2.785,14.08,11.4
5.622,13.61,3.457,14.04,14.3
5.639,13.45,4.064,14.05,16.8
5.656,13.26,4.536,14.01,18.9
5.672,13.10,4.919,13.99,20.6
5.689,12.97,5.205,13.98,21.9
5.706,12.88,5.377,13.95,22.7
5.722,12.84,5.444,13.95,23.0
5.739,12.86,5.388,13.94,22.7
5.756,12.93,5.224,13.94,22.0
5.772,13.04,4.961,13.95,20.8
5.789,13.19,4.579,13.96,19.1
5.806,13.37,4.099,13.99,17.0
5.822,13.55,3.531,14.00,14.6
5.839,13.73,2.873,14.03,11.8
5.856,13.89,2.141,14.05,8.8
5.873,14.01,1.364,14.07,5.6
5.889,14.08,0.547,14.09,2.2
5.906,14.11,-0.280,14.12,-1.1
5.923,14.11,-1.096,14.15,-4.4
5.939,14.05,-1.893,14.18,-7.7
5.956,13.96,-2.645,14.21,-10.7
5.973,13.83,-3.327,14.23,-13.5
5.989,13.70,-3.933,14.25,-16.0
6.006,13.55,-4.451,14.27,-18.2
6.023,13.43,-4.887,14.29,-20.0
6.039,13.32,-5.207,14.30,-21.4
6.056,13.24,-5.414,14.31,-22.2
6.073,13.21,-5.516,14.31,-22.7
6.089,13.21,-5.509,14.31,-22.6
6.106,13.25,-5.392,14.31,-22.1
6.123,13.34,-5.172,14.30,-21.2
6.139,13.46,-4.844,14.30,-19.8
6.156,13.59,-4.401,14.28,-17.9
6.173,13.73,-3.871,14.27,-15.7
6.190,13.87,-3.251,14.25,-13.2
6.206,14.00,-2.563,14.24,-10.4
6.223,14.10,-1.819,14.22,-7.4
6.240,14.15,-1.038,14.19,-4.2
6.256,14.16,-0.224,14.16,-0.9
6.273,14.12,0.589,14.13,2.4
6.290,14.04,1.378,14.10,5.6
6.306,13.90,2.131,14.07,8.7
6.323,13.75,2.822,14.03,11.6
6.340,13.57,3.452,14.00,14.3
6.356,13.41,3.998,14.00,16.6
6.373,13.25,4.463,13.98,18.6
6.390,13.11,4.832,13.97,20.2
6.406,12.99,5.090,13.96,21.4
6.423,12.92,5.227,13.94,22.0
6.440,12.89,5.257,13.92,22.2
6.456,12.92,5.194,13.92,21.9
6.473,13.00,5.009,13.94,21.1
6.490,13.12,4.725,13.94,19.8
6.506,13.27,4.340,13.97,18.1
6.523,13.44,3.857,13.98,16.0
6.540,13.60,3.279,13.99,13.6
6.557,13.77,2.620,14.01,10.8
6.573,13.91,1.908,14.04,7.8
6.590,14.03,1.143,14.07,4.7
6.607,14.09,0.348,14.10,1.4
6.623,14.12,-0.453,14.13,-1.8
6.640,14.10,-1.248,14.16,-5.1
6.657,14.05,-2.009,14.19,-8.1
6.673,13.95,-2.720,14.22,-11.0
6.690,13.84,-3.368,14.24,-13.7
6.707,13.71,-3.935,14.26,-16.0
6.723,13.59,-4.427,14.29,-18.0
6.740,13.46,-4.813,14.30,-19.7
6.757,13.37,-5.102,14.31,-20.9
6.773,13.31,-5.276,14.32,-21.6
6.790,13.29,-5.343,14.32,-21.9
6.807,13.31,-5.318,14.33,-21.8
6.823,13.36,-5.175,14.33,-21.2
6.840,13.44,-4.937,14.32,-20.2
6.857,13.57,-4.587,14.32,-18.7
6.874,13.70,-4.142,14.31,-16.8
6.890,13.82,-3.603,14.28,-14.6
6.907,13.96,-2.990,14.27,-12.1
6.924,14.06,-2.309,14.25,-9.3
6.940,14.14,-1.581,14.23,-6.4
6.957,14.17,-0.808,14.20,-3.3
6.974,14.17,-2.366E-2,14.17,-0.1
6.990,14.12,0.757,14.14,3.1
7.007,14.04,1.513,14.12,6.2
7.024,13.91,2.235,14.09,9.1
7.040,13.75,2.900,14.05,11.9
7.057,13.59,3.497,14.03,14.4
7.074,13.42,4.006,14.01,16.6
7.090,13.27,4.422,13.99,18.4
7.107,13.14,4.757,13.97,19.9
7.124,13.06,4.975,13.97,20.9
7.140,12.99,5.087,13.95,21.4
7.157,12.98,5.083,13.94,21.4
