t,x,y,r,θ
3.500,26.64,2.121,26.72,4.6
3.517,26.58,2.625,26.71,5.6
3.533,26.54,3.084,26.72,6.6
3.550,26.48,3.513,26.71,7.6
3.567,26.42,3.894,26.70,8.4
3.583,26.36,4.214,26.70,9.1
3.600,26.34,4.492,26.72,9.7
3.617,26.29,4.722,26.71,10.2
3.633,26.26,4.899,26.71,10.6
3.650,26.24,4.991,26.71,10.8
3.667,26.22,5.045,26.71,10.9
3.683,26.21,5.008,26.68,10.8
3.700,26.25,4.936,26.71,10.6
3.717,26.26,4.797,26.69,10.4
3.733,26.31,4.623,26.72,10.0
3.750,26.35,4.355,26.71,9.4
3.767,26.42,4.078,26.73,8.8
3.783,26.46,3.725,26.72,8.0
3.800,26.52,3.321,26.73,7.1
3.817,26.56,2.882,26.72,6.2
3.833,26.61,2.407,26.72,5.2
3.850,26.66,1.904,26.73,4.1
3.867,26.70,1.383,26.73,3.0
3.883,26.71,0.841,26.73,1.8
3.900,26.72,0.297,26.72,0.6
3.917,26.72,-0.253,26.72,-0.5
3.933,26.71,-0.786,26.72,-1.7
3.950,26.69,-1.301,26.72,-2.8
3.967,26.65,-1.812,26.71,-3.9
3.983,26.62,-2.282,26.71,-4.9
4.000,26.58,-2.732,26.72,-5.9
4.017,26.53,-3.136,26.72,-6.7
4.033,26.48,-3.502,26.71,-7.5
4.050,26.44,-3.819,26.71,-8.2
4.067,26.39,-4.068,26.70,-8.8
4.083,26.35,-4.282,26.70,-9.2
4.100,26.33,-4.429,26.70,-9.5
4.117,26.31,-4.539,26.70,-9.8
4.133,26.33,-4.541,26.72,-9.8
4.150,26.32,-4.541,26.71,-9.8
4.167,26.34,-4.440,26.71,-9.6
4.183,26.38,-4.306,26.73,-9.3
4.200,26.40,-4.087,26.72,-8.8
4.217,26.45,-3.822,26.72,-8.2
4.233,26.47,-3.537,26.70,-7.6
4.250,26.52,-3.178,26.71,-6.8
4.267,26.57,-2.787,26.72,-6.0
4.283,26.62,-2.356,26.72,-5.1
4.300,26.64,-1.909,26.71,-4.1
4.317,26.69,-1.424,26.72,-3.1
4.333,26.70,-0.925,26.72,-2.0
4.350,26.73,-0.421,26.73,-0.9
4.367,26.73,0.101,26.73,0.2
4.383,26.70,0.613,26.71,1.3
4.400,26.70,1.122,26.73,2.4
4.417,26.67,1.612,26.72,3.5
4.433,26.64,2.077,26.72,4.5
4.450,26.58,2.517,26.70,5.4
4.467,26.55,2.945,26.72,6.3
4.483,26.51,3.316,26.71,7.1
4.500,26.46,3.633,26.71,7.8
4.517,26.43,3.914,26.72,8.4
4.533,26.38,4.149,26.71,8.9
4.550,26.36,4.357,26.72,9.4
4.567,26.33,4.469,26.70,9.6
4.583,26.33,4.550,26.72,9.8
4.600,26.31,4.579,26.71,9.9
4.617,26.31,4.532,26.70,9.8
4.633,26.31,4.428,26.68,9.6
4.650,26.37,4.307,26.72,9.3
4.667,26.40,4.094,26.71,8.8
4.683,26.41,3.848,26.69,8.3
4.700,26.47,3.566,26.71,7.7
4.717,26.53,3.233,26.72,6.9
4.733,26.57,2.863,26.73,6.1
4.750,26.61,2.460,26.72,5.3
4.767,26.65,2.019,26.73,4.3
4.783,26.67,1.558,26.72,3.3
4.800,26.70,1.081,26.72,2.3
4.817,26.72,0.587,26.72,1.3
4.833,26.71,9.231E-2,26.71,0.2
4.850,26.72,-0.403,26.72,-0.9
4.867,26.70,-0.881,26.71,-1.9
4.883,26.68,-1.344,26.72,-2.9
4.900,26.64,-1.797,26.70,-3.9
4.917,26.61,-2.228,26.70,-4.8
4.933,26.58,-2.607,26.70,-5.6
4.950,26.53,-2.965,26.70,-6.4
4.967,26.49,-3.281,26.69,-7.1
4.983,26.45,-3.540,26.69,-7.6
5.000,26.44,-3.765,26.71,-8.1
5.017,26.40,-3.918,26.69,-8.4
5.033,26.40,-4.021,26.70,-8.7
5.050,26.39,-4.077,26.71,-8.8
5.067,26.40,-4.081,26.71,-8.8
5.083,26.40,-4.030,26.71,-8.7
5.100,26.42,-3.946,26.72,-8.5
5.117,26.42,-3.799,26.69,-8.2
5.133,26.45,-3.589,26.69,-7.7
5.150,26.50,-3.327,26.71,-7.2
5.167,26.56,-3.023,26.73,-6.5
5.183,26.58,-2.705,26.71,-5.8
5.200,26.62,-2.334,26.72,-5.0
5.217,26.63,-1.953,26.71,-4.2
5.233,26.68,-1.522,26.73,-3.3
5.250,26.70,-1.083,26.72,-2.3
5.267,26.73,-0.615,26.74,-1.3
5.283,26.74,-0.149,26.74,-0.3
5.300,26.71,0.307,26.72,0.7
5.317,26.71,0.769,26.72,1.6
5.333,26.71,1.225,26.73,2.6
5.350,26.68,1.654,26.73,3.5
5.367,26.65,2.085,26.74,4.5
5.383,26.61,2.466,26.73,5.3
5.400,26.59,2.802,26.74,6.0
5.417,26.55,3.122,26.74,6.7
5.433,26.51,3.425,26.73,7.4
5.450,26.48,3.654,26.73,7.9
5.467,26.43,3.838,26.71,8.3
5.483,26.42,3.994,26.72,8.6
5.500,26.41,4.104,26.73,8.8
5.517,26.41,4.153,26.74,8.9
5.533,26.41,4.147,26.74,8.9
