t,x,y,r,θ
1.301,23.02,-12.34,26.12,-28.2
1.318,21.98,-14.14,26.14,-32.7
1.335,20.88,-15.70,26.13,-36.9
1.351,19.82,-17.02,26.12,-40.7
1.368,18.84,-18.08,26.11,-43.8
1.385,17.95,-18.96,26.11,-46.6
1.401,17.24,-19.64,26.13,-48.7
1.418,16.64,-20.12,26.11,-50.4
1.435,16.28,-20.42,26.11,-51.4
1.451,16.12,-20.52,26.09,-51.9
1.468,16.13,-20.51,26.10,-51.8
1.485,16.39,-20.31,26.10,-51.1
1.502,16.84,-19.93,26.09,-49.8
1.518,17.48,-19.40,26.12,-48.0
1.535,18.30,-18.68,26.15,-45.6
1.552,19.23,-17.73,26.16,-42.7
1.568,20.27,-16.56,26.17,-39.3
1.585,21.33,-15.18,26.19,-35.4
1.602,22.41,-13.56,26.19,-31.2
1.618,23.42,-11.72,26.19,-26.6
1.635,24.33,-9.671,26.18,-21.7
1.652,25.07,-7.455,26.16,-16.6
1.668,25.65,-5.119,26.16,-11.3
1.685,26.02,-2.679,26.16,-5.9
1.702,26.16,-0.196,26.16,-0.4
1.718,26.06,2.277,26.16,5.0
1.735,25.73,4.694,26.15,10.3
1.752,25.17,7.002,26.13,15.5
1.768,24.47,9.136,26.12,20.5
1.785,23.60,11.11,26.09,25.2
1.802,22.66,12.87,26.06,29.6
1.818,21.67,14.42,26.03,33.6
1.835,20.65,15.76,25.98,37.3
1.852,19.67,16.93,25.95,40.7
1.869,18.79,18.00,26.02,43.8
1.885,18.02,18.77,26.02,46.2
1.902,17.40,19.36,26.03,48.1
1.919,16.96,19.81,26.08,49.4
1.935,16.68,20.07,26.09,50.3
1.952,16.58,20.11,26.07,50.5
1.969,16.70,20.04,26.08,50.2
1.985,17.00,19.83,26.12,49.4
2.002,17.49,19.40,26.12,48.0
2.019,18.14,18.78,26.11,46.0
2.035,18.93,17.98,26.11,43.5
2.052,19.82,17.00,26.11,40.6
2.069,20.79,15.82,26.13,37.3
2.085,21.82,14.43,26.15,33.5
2.102,22.80,12.84,26.17,29.4
2.119,23.74,11.04,26.18,24.9
2.135,24.58,9.020,26.18,20.2
2.152,25.26,6.860,26.17,15.2
2.169,25.76,4.554,26.16,10.0
2.186,26.06,2.173,26.15,4.8
2.202,26.13,-0.236,26.13,-0.5
2.219,25.98,-2.654,26.11,-5.8
2.236,25.62,-4.999,26.10,-11.0
2.252,25.07,-7.235,26.10,-16.1
2.269,24.39,-9.331,26.12,-20.9
2.286,23.58,-11.26,26.13,-25.5
2.302,22.69,-12.98,26.14,-29.8
2.319,21.76,-14.46,26.13,-33.6
2.336,20.83,-15.75,26.11,-37.1
2.352,19.97,-16.80,26.10,-40.1
2.369,19.21,-17.65,26.08,-42.6
2.386,18.55,-18.34,26.09,-44.7
2.402,18.06,-18.81,26.08,-46.2
2.419,17.75,-19.10,26.08,-47.1
2.436,17.58,-19.23,26.05,-47.6
2.452,17.63,-19.19,26.05,-47.4
2.469,17.86,-19.00,26.07,-46.8
2.486,18.22,-18.64,26.07,-45.7
2.502,18.81,-18.10,26.11,-43.9
2.519,19.49,-17.39,26.12,-41.7
2.536,20.30,-16.48,26.15,-39.1
2.553,21.19,-15.36,26.18,-35.9
2.569,22.12,-14.02,26.19,-32.4
2.586,23.04,-12.48,26.20,-28.4
2.603,23.90,-10.74,26.20,-24.2
2.619,24.66,-8.799,26.18,-19.6
2.636,25.30,-6.727,26.18,-14.9
2.653,25.77,-4.540,26.17,-10.0
2.669,26.08,-2.266,26.18,-5.0
2.686,26.18,6.030E-2,26.18,0.1
2.703,26.07,2.359,26.18,5.2
2.719,25.74,4.624,26.15,10.2
2.736,25.25,6.788,26.14,15.0
2.753,24.60,8.794,26.12,19.7
2.769,23.83,10.66,26.11,24.1
2.786,22.98,12.32,26.07,28.2
2.803,22.09,13.80,26.05,32.0
2.819,21.20,15.10,26.03,35.5
2.836,20.34,16.19,26.00,38.5
2.853,19.57,17.23,26.07,41.4
2.870,18.90,18.04,26.13,43.7
2.886,18.37,18.62,26.16,45.4
2.903,18.02,19.02,26.20,46.5
2.920,17.81,19.23,26.21,47.2
2.936,17.76,19.28,26.22,47.4
2.953,17.90,19.20,26.25,47.0
2.970,18.19,18.87,26.21,46.1
2.986,18.66,18.40,26.21,44.6
3.003,19.29,17.76,26.22,42.6
3.020,20.02,16.91,26.21,40.2
3.036,20.83,15.84,26.17,37.3
3.053,21.70,14.61,26.16,33.9
3.070,22.59,13.19,26.16,30.3
3.086,23.46,11.60,26.17,26.3
3.103,24.27,9.799,26.17,22.0
3.120,24.96,7.859,26.16,17.5
3.136,25.52,5.774,26.16,12.8
3.153,25.90,3.585,26.15,7.9
3.170,26.10,1.352,26.13,3.0
3.187,26.11,-0.919,26.12,-2.0
3.203,25.93,-3.142,26.11,-6.9
3.220,25.56,-5.297,26.10,-11.7
3.237,25.05,-7.342,26.10,-16.3
3.253,24.42,-9.247,26.11,-20.7
3.270,23.70,-10.99,26.12,-24.9
3.287,22.93,-12.55,26.14,-28.7
3.303,22.14,-13.88,26.13,-32.1
3.320,21.35,-15.03,26.11,-35.1
3.337,20.63,-15.99,26.10,-37.8
3.353,19.97,-16.74,26.06,-40.0
3.370,19.45,-17.34,26.06,-41.7
3.387,19.09,-17.73,26.05,-42.9
3.403,18.87,-17.95,26.04,-43.6
3.420,18.81,-17.99,26.03,-43.7
3.437,18.91,-17.88,26.02,-43.4
3.453,19.16,-17.61,26.03,-42.6
3.470,19.57,-17.21,26.06,-41.3
3.487,20.09,-16.61,26.07,-39.6
3.503,20.74,-15.81,26.08,-37.3
3.520,21.47,-14.87,26.12,-34.7
3.537,22.26,-13.70,26.14,-31.6
3.554,23.06,-12.35,26.15,-28.2
3.570,23.82,-10.79,26.15,-24.4
3.587,24.53,-9.067,26.15,-20.3
3.604,25.13,-7.211,26.15,-16.0
3.620,25.61,-5.229,26.14,-11.5
3.637,25.96,-3.148,26.15,-6.9
3.654,26.12,-1.010,26.14,-2.2
3.670,26.10,1.146,26.13,2.5
3.687,25.91,3.278,26.12,7.2
3.704,25.57,5.345,26.12,11.8
3.720,25.06,7.328,26.11,16.3
3.737,24.43,9.152,26.09,20.5
3.754,23.70,10.85,26.06,24.6
3.770,22.93,12.36,26.05,28.3
3.787,22.14,13.69,26.03,31.7
3.804,21.38,14.83,26.02,34.8
3.820,20.65,15.96,26.10,37.7
3.837,20.02,16.81,26.14,40.0
3.854,19.49,17.47,26.17,41.9
3.871,19.08,17.90,26.16,43.2
3.887,18.83,18.17,26.17,44.0
3.904,18.72,18.29,26.17,44.3
3.921,18.77,18.23,26.16,44.2
3.937,18.98,18.02,26.17,43.5
3.954,19.34,17.62,26.16,42.3
3.971,19.84,17.06,26.17,40.7
3.987,20.46,16.27,26.14,38.5
4.004,21.18,15.33,26.14,35.9
4.021,21.93,14.17,26.12,32.9
4.037,22.72,12.88,26.12,29.6
4.054,23.49,11.42,26.12,25.9
4.071,24.23,9.767,26.13,22.0
4.087,24.88,7.974,26.13,17.8
4.104,25.41,6.048,26.12,13.4
4.121,25.81,4.026,26.13,8.9
4.137,26.05,1.949,26.12,4.3
4.154,26.12,-0.152,26.12,-0.3
4.171,26.01,-2.240,26.10,-4.9
4.188,25.74,-4.275,26.09,-9.4
4.204,25.34,-6.199,26.09,-13.7
4.221,24.84,-8.021,26.10,-17.9
4.238,24.23,-9.683,26.10,-21.8
4.254,23.58,-11.22,26.11,-25.5
4.271,22.89,-12.55,26.10,-28.7
4.288,22.20,-13.70,26.08,-31.7
4.304,21.56,-14.65,26.07,-34.2
4.321,20.98,-15.44,26.05,-36.3
4.338,20.51,-16.04,26.04,-38.0
4.354,20.15,-16.47,26.02,-39.3
4.371,19.92,-16.71,26.00,-40.0
4.388,19.82,-16.82,25.99,-40.3
4.404,19.86,-16.76,25.99,-40.2
4.421,20.05,-16.57,26.01,-39.6
4.438,20.36,-16.19,26.02,-38.5
4.454,20.80,-15.63,26.02,-36.9
4.471,21.36,-14.93,26.06,-35.0
4.488,21.98,-14.03,26.08,-32.5
4.505,22.65,-12.96,26.09,-29.8
4.521,23.35,-11.78,26.16,-26.8
4.538,24.11,-10.34,26.23,-23.2
4.555,24.78,-8.663,26.25,-19.3
4.571,25.16,-6.986,26.11,-15.5
4.588,25.60,-5.154,26.11,-11.4
4.605,25.92,-3.230,26.12,-7.1
4.621,26.10,-1.247,26.13,-2.7
4.638,26.11,0.766,26.12,1.7
4.655,25.97,2.763,26.11,6.1
4.671,25.68,4.706,26.11,10.4
4.688,25.25,6.580,26.09,14.6
4.705,24.72,8.333,26.09,18.6
4.721,24.10,9.942,26.07,22.4
4.738,23.41,11.42,26.05,26.0
4.755,22.71,12.72,26.03,29.3
4.771,22.03,13.88,26.03,32.2
4.788,21.40,14.96,26.11,35.0
4.805,20.83,15.80,26.14,37.2
4.821,20.34,16.46,26.17,39.0
4.838,19.97,16.93,26.18,40.3
4.855,19.72,17.19,26.16,41.1
4.872,19.61,17.31,26.16,41.4
4.888,19.65,17.29,26.17,41.3
4.905,19.83,17.07,26.16,40.7
4.922,20.13,16.69,26.15,39.7
4.938,20.57,16.10,26.12,38.1
4.955,21.12,15.39,26.13,36.1
4.972,21.75,14.48,26.13,33.6
4.988,22.42,13.37,26.10,30.8
5.005,23.10,12.13,26.09,27.7
5.022,23.78,10.74,26.09,24.3
5.038,24.43,9.169,26.10,20.6
5.055,24.99,7.492,26.09,16.7
5.072,25.47,5.689,26.10,12.6
5.088,25.82,3.795,26.10,8.4
5.105,26.04,1.858,26.10,4.1
5.122,26.10,-9.410E-2,26.10,-0.2
5.138,26.02,-2.027,26.10,-4.5
5.155,25.80,-3.926,26.10,-8.7
5.172,25.45,-5.721,26.09,-12.7
5.189,25.01,-7.424,26.09,-16.5
5.205,24.48,-8.989,26.08,-20.2
5.222,23.93,-10.39,26.09,-23.5
5.239,23.34,-11.64,26.08,-26.5
5.255,22.77,-12.72,26.08,-29.2
5.272,22.20,-13.64,26.06,-31.6
5.289,21.70,-14.37,26.02,-33.5
5.305,21.29,-14.95,26.01,-35.1
5.322,20.97,-15.38,26.01,-36.2
5.339,20.77,-15.64,26.00,-37.0
5.355,20.71,-15.72,26.00,-37.2
5.372,20.76,-15.65,26.00,-37.0
5.389,20.92,-15.44,26.01,-36.4
5.405,21.21,-15.08,26.03,-35.4
5.422,21.60,-14.53,26.03,-33.9
5.439,22.08,-13.84,26.05,-32.1
5.455,22.63,-12.99,26.10,-29.8
5.472,23.21,-11.95,26.11,-27.3
5.489,23.81,-10.75,26.12,-24.3
5.505,24.37,-9.401,26.12,-21.1
5.522,24.89,-7.920,26.12,-17.7
5.539,25.35,-6.298,26.12,-13.9
5.556,25.73,-4.582,26.13,-10.1
5.572,25.98,-2.795,26.13,-6.1
5.589,26.11,-0.945,26.13,-2.1
5.606,26.10,0.933,26.12,2.0
5.622,25.96,2.780,26.10,6.1
5.639,25.68,4.598,26.09,10.1
5.656,25.29,6.323,26.06,14.0
5.672,24.81,7.953,26.06,17.8
5.689,24.26,9.457,26.04,21.3
5.706,23.66,10.82,26.01,24.6
5.722,23.05,12.04,26.00,27.6
5.739,22.45,13.09,25.99,30.2
5.756,21.89,14.01,25.99,32.6
5.772,21.39,14.89,26.06,34.8
5.789,20.97,15.49,26.08,36.5
5.806,20.67,15.90,26.08,37.6
5.822,20.46,16.16,26.07,38.3
5.839,20.39,16.25,26.08,38.6
