t,x,y,r,θ
1.451,22.03,-15.92,27.19,-35.9
1.468,21.82,-16.22,27.19,-36.6
1.485,21.72,-16.35,27.19,-37.0
1.502,21.73,-16.33,27.18,-36.9
1.518,21.85,-16.16,27.18,-36.5
1.535,22.09,-15.82,27.17,-35.6
1.552,22.44,-15.32,27.17,-34.3
1.568,22.86,-14.67,27.17,-32.7
1.585,23.37,-13.86,27.17,-30.7
1.602,23.91,-12.89,27.17,-28.3
1.618,24.49,-11.76,27.17,-25.7
1.635,25.05,-10.48,27.16,-22.7
1.652,25.61,-9.065,27.17,-19.5
1.668,26.10,-7.530,27.16,-16.1
1.685,26.52,-5.888,27.17,-12.5
1.702,26.85,-4.147,27.17,-8.8
1.718,27.07,-2.367,27.18,-5.0
1.735,27.17,-0.549,27.18,-1.2
1.752,27.14,1.293,27.17,2.7
1.768,27.01,3.096,27.19,6.5
1.785,26.75,4.850,27.19,10.3
1.802,26.40,6.531,27.19,13.9
1.818,25.96,8.097,27.19,17.3
1.835,25.45,9.564,27.19,20.6
1.852,24.89,10.91,27.18,23.7
1.869,24.32,12.10,27.17,26.5
1.885,23.77,13.13,27.15,28.9
1.902,23.24,14.02,27.14,31.1
1.919,22.78,14.74,27.13,32.9
1.935,22.38,15.32,27.13,34.4
1.952,22.09,15.75,27.13,35.5
1.969,21.88,16.03,27.13,36.2
1.985,21.79,16.14,27.12,36.5
2.002,21.80,16.11,27.11,36.5
2.019,21.93,15.95,27.12,36.0
2.035,22.17,15.62,27.12,35.2
2.052,22.50,15.16,27.13,34.0
2.069,22.92,14.53,27.14,32.4
2.085,23.41,13.73,27.14,30.4
2.102,23.94,12.80,27.15,28.1
2.119,24.51,11.71,27.16,25.5
2.135,25.08,10.46,27.17,22.6
2.152,25.62,9.081,27.18,19.5
2.169,26.11,7.585,27.19,16.2
2.186,26.53,5.985,27.20,12.7
2.202,26.86,4.293,27.20,9.1
2.219,27.09,2.524,27.21,5.3
2.236,27.19,0.737,27.20,1.6
2.252,27.19,-1.082,27.21,-2.3
2.269,27.06,-2.871,27.21,-6.1
2.286,26.81,-4.640,27.21,-9.8
2.302,26.46,-6.316,27.20,-13.4
2.319,26.02,-7.905,27.20,-16.9
2.336,25.52,-9.378,27.19,-20.2
2.352,24.99,-10.72,27.19,-23.2
2.369,24.44,-11.93,27.20,-26.0
2.386,23.88,-12.99,27.18,-28.5
2.402,23.36,-13.92,27.19,-30.8
2.419,22.89,-14.67,27.19,-32.6
2.436,22.50,-15.27,27.19,-34.2
2.452,22.20,-15.71,27.19,-35.3
2.469,21.99,-16.00,27.19,-36.1
2.486,21.89,-16.12,27.18,-36.4
2.503,21.89,-16.11,27.18,-36.3
2.519,22.02,-15.92,27.17,-35.9
2.536,22.25,-15.59,27.17,-35.0
2.553,22.59,-15.09,27.16,-33.7
2.569,23.02,-14.44,27.17,-32.1
2.586,23.50,-13.62,27.16,-30.1
2.603,24.04,-12.66,27.17,-27.8
2.619,24.59,-11.54,27.17,-25.1
2.636,25.14,-10.28,27.16,-22.2
2.653,25.67,-8.883,27.16,-19.1
2.669,26.15,-7.358,27.16,-15.7
2.686,26.55,-5.742,27.16,-12.2
2.703,26.86,-4.030,27.17,-8.5
2.719,27.07,-2.250,27.16,-4.8
2.736,27.17,-0.460,27.17,-1.0
2.753,27.13,1.336,27.17,2.8
2.769,26.99,3.110,27.17,6.6
2.786,26.73,4.830,27.16,10.2
2.803,26.38,6.483,27.16,13.8
2.819,25.94,8.038,27.16,17.2
2.836,25.46,9.471,27.16,20.4
2.853,24.92,10.80,27.16,23.4
2.870,24.38,11.96,27.16,26.1
2.886,23.84,12.98,27.14,28.6
2.903,23.34,13.84,27.14,30.7
2.920,22.89,14.56,27.13,32.5
2.936,22.52,15.11,27.12,33.9
2.953,22.22,15.53,27.11,34.9
2.970,22.02,15.80,27.11,35.7
2.986,21.94,15.92,27.11,36.0
3.003,21.95,15.88,27.09,35.9
3.020,22.08,15.71,27.10,35.4
3.036,22.32,15.38,27.10,34.6
3.053,22.64,14.91,27.11,33.4
3.070,23.06,14.28,27.12,31.8
3.086,23.54,13.49,27.13,29.8
3.103,24.05,12.56,27.13,27.6
3.120,24.61,11.47,27.15,25.0
3.136,25.14,10.24,27.15,22.2
3.153,25.66,8.876,27.16,19.1
3.170,26.14,7.387,27.16,15.8
3.187,26.54,5.807,27.16,12.3
3.203,26.85,4.137,27.17,8.8
3.220,27.07,2.388,27.17,5.0
3.237,27.17,0.632,27.18,1.3
3.253,27.15,-1.148,27.17,-2.4
3.270,27.02,-2.915,27.17,-6.2
3.287,26.77,-4.643,27.17,-9.8
3.303,26.43,-6.295,27.17,-13.4
3.320,26.00,-7.873,27.17,-16.8
3.337,25.51,-9.330,27.16,-20.1
3.353,24.98,-10.68,27.16,-23.1
3.370,24.43,-11.87,27.16,-25.9
3.387,23.90,-12.91,27.16,-28.4
3.403,23.39,-13.79,27.15,-30.5
3.420,22.95,-14.54,27.17,-32.4
3.437,22.57,-15.11,27.16,-33.8
3.453,22.28,-15.53,27.16,-34.9
3.470,22.09,-15.80,27.16,-35.6
3.487,22.00,-15.93,27.16,-35.9
3.504,22.01,-15.90,27.15,-35.8
3.520,22.15,-15.71,27.15,-35.3
3.537,22.39,-15.37,27.16,-34.5
3.554,22.73,-14.86,27.16,-33.2
3.570,23.13,-14.19,27.14,-31.5
3.587,23.61,-13.39,27.15,-29.5
3.604,24.14,-12.41,27.14,-27.2
3.620,24.68,-11.28,27.14,-24.6
3.637,25.22,-10.02,27.14,-21.7
3.654,25.74,-8.634,27.15,-18.5
3.670,26.19,-7.112,27.14,-15.2
3.687,26.58,-5.512,27.15,-11.7
3.704,26.88,-3.822,27.15,-8.1
3.720,27.08,-2.072,27.16,-4.4
3.737,27.16,-0.305,27.16,-0.6
3.754,27.12,1.463,27.16,3.1
3.770,26.97,3.202,27.16,6.8
3.787,26.72,4.898,27.17,10.4
3.804,26.37,6.508,27.17,13.9
3.820,25.94,8.032,27.16,17.2
3.837,25.46,9.421,27.15,20.3
3.854,24.94,10.71,27.14,23.2
3.871,24.47,11.86,27.19,25.9
3.887,23.90,12.87,27.15,28.3
3.904,23.42,13.69,27.12,30.3
3.921,23.00,14.38,27.12,32.0
3.937,22.63,14.92,27.10,33.4
3.954,22.35,15.31,27.09,34.4
3.971,22.18,15.58,27.10,35.1
3.987,22.11,15.68,27.10,35.3
4.004,22.13,15.65,27.11,35.3
4.021,22.27,15.45,27.10,34.8
4.037,22.50,15.12,27.11,33.9
4.054,22.83,14.64,27.12,32.7
4.071,23.23,14.00,27.12,31.1
4.087,23.70,13.21,27.13,29.1
4.104,24.20,12.28,27.14,26.9
4.121,24.74,11.19,27.15,24.3
4.137,25.26,9.957,27.15,21.5
4.154,25.76,8.611,27.16,18.5
4.171,26.21,7.131,27.16,15.2
4.188,26.59,5.559,27.17,11.8
4.204,26.89,3.906,27.17,8.3
4.221,27.08,2.194,27.17,4.6
4.238,27.16,0.443,27.17,0.9
4.254,27.13,-1.316,27.16,-2.8
4.271,26.99,-3.056,27.17,-6.5
4.288,26.75,-4.760,27.17,-10.1
4.304,26.40,-6.374,27.16,-13.6
4.321,25.98,-7.911,27.16,-16.9
4.338,25.50,-9.334,27.16,-20.1
4.354,24.99,-10.63,27.16,-23.0
4.371,24.47,-11.79,27.16,-25.7
4.388,23.96,-12.83,27.18,-28.2
4.404,23.47,-13.68,27.17,-30.2
4.421,23.04,-14.40,27.17,-32.0
4.438,22.68,-14.97,27.17,-33.4
4.454,22.41,-15.37,27.17,-34.4
4.471,22.23,-15.62,27.17,-35.1
4.488,22.16,-15.72,27.17,-35.4
4.505,22.19,-15.67,27.16,-35.2
4.521,22.34,-15.47,27.17,-34.7
4.538,22.58,-15.11,27.17,-33.8
4.555,22.91,-14.59,27.16,-32.5
4.571,23.33,-13.92,27.16,-30.8
4.588,23.79,-13.09,27.15,-28.8
4.605,24.29,-12.11,27.14,-26.5
4.621,24.81,-10.98,27.14,-23.9
4.638,25.34,-9.716,27.14,-21.0
4.655,25.83,-8.328,27.14,-17.9
4.671,26.27,-6.824,27.14,-14.6
4.688,26.63,-5.225,27.14,-11.1
4.705,26.91,-3.558,27.15,-7.5
4.721,27.09,-1.835,27.15,-3.9
4.738,27.15,-8.872E-2,27.15,-0.2
4.755,27.10,1.654,27.15,3.5
4.771,26.95,3.359,27.16,7.1
4.788,26.69,5.022,27.16,10.7
4.805,26.34,6.591,27.15,14.0
4.821,25.92,8.073,27.14,17.3
4.838,25.44,9.441,27.14,20.4
4.855,24.94,10.69,27.13,23.2
4.872,24.42,11.80,27.12,25.8
4.888,23.92,12.76,27.11,28.1
4.905,23.46,13.57,27.10,30.0
4.922,23.05,14.24,27.09,31.7
4.938,22.71,14.76,27.08,33.0
4.955,22.46,15.13,27.08,34.0
4.972,22.30,15.35,27.07,34.5
4.988,22.24,15.43,27.07,34.7
5.005,22.29,15.37,27.08,34.6
5.022,22.43,15.17,27.08,34.1
5.038,22.67,14.82,27.09,33.2
5.055,23.00,14.31,27.09,31.9
5.072,23.40,13.68,27.10,30.3
5.088,23.86,12.88,27.11,28.4
5.105,24.35,11.94,27.12,26.1
5.122,24.87,10.85,27.14,23.6
5.138,25.39,9.617,27.15,20.7
5.155,25.87,8.272,27.16,17.7
5.172,26.29,6.808,27.16,14.5
5.189,26.66,5.240,27.17,11.1
5.205,26.93,3.599,27.17,7.6
5.222,27.11,1.904,27.17,4.0
5.239,27.18,0.173,27.18,0.4
5.255,27.13,-1.549,27.17,-3.3
5.272,26.97,-3.261,27.17,-6.9
5.289,26.71,-4.933,27.16,-10.5
5.305,26.36,-6.517,27.16,-13.9
5.322,25.94,-8.013,27.15,-17.2
5.339,25.47,-9.388,27.15,-20.2
5.355,24.98,-10.67,27.16,-23.1
5.372,24.47,-11.79,27.16,-25.7
5.389,23.97,-12.77,27.16,-28.1
5.405,23.50,-13.59,27.15,-30.0
5.422,23.10,-14.28,27.15,-31.7
5.439,22.76,-14.80,27.15,-33.0
5.455,22.51,-15.19,27.15,-34.0
5.472,22.36,-15.42,27.16,-34.6
5.489,22.30,-15.49,27.15,-34.8
5.506,22.35,-15.42,27.16,-34.6
5.522,22.50,-15.19,27.15,-34.0
5.539,22.76,-14.80,27.15,-33.0
5.556,23.09,-14.27,27.14,-31.7
5.572,23.50,-13.58,27.14,-30.0
5.589,23.96,-12.74,27.14,-28.0
5.606,24.46,-11.74,27.13,-25.6
5.622,24.98,-10.62,27.14,-23.0
5.639,25.48,-9.335,27.13,-20.1
5.656,25.95,-7.954,27.15,-17.0
5.672,26.38,-6.453,27.15,-13.7
5.689,26.72,-4.865,27.15,-10.3
5.706,26.97,-3.209,27.16,-6.8
5.722,27.12,-1.510,27.17,-3.2
5.739,27.17,0.213,27.17,0.4
5.756,27.10,1.930,27.17,4.1
5.772,26.94,3.592,27.17,7.6
5.789,26.67,5.217,27.17,11.1
5.806,26.31,6.756,27.17,14.4
5.822,25.90,8.199,27.17,17.6
5.839,25.43,9.534,27.16,20.5
5.856,24.95,10.74,27.16,23.3
5.873,24.44,11.80,27.14,25.8
5.889,23.96,12.73,27.13,28.0
5.906,23.51,13.51,27.12,29.9
5.923,23.12,14.14,27.10,31.4
5.939,22.82,14.62,27.10,32.7
5.956,22.58,14.96,27.09,33.5
5.973,22.44,15.16,27.08,34.1
5.989,22.40,15.23,27.09,34.2
6.006,22.46,15.13,27.09,34.0
6.023,22.62,14.90,27.09,33.4
6.039,22.87,14.53,27.09,32.4
6.056,23.20,14.02,27.11,31.1
6.073,23.59,13.35,27.11,29.5
6.089,24.05,12.53,27.12,27.5
6.106,24.55,11.56,27.13,25.2
6.123,25.04,10.47,27.14,22.7
6.139,25.53,9.215,27.14,19.8
6.156,25.98,7.866,27.14,16.8
6.173,26.38,6.398,27.14,13.6
6.190,26.71,4.844,27.15,10.3
6.206,26.97,3.223,27.16,6.8
6.223,27.12,1.541,27.17,3.3
6.240,27.16,-0.154,27.16,-0.3
6.256,27.09,-1.858,27.16,-3.9
6.273,26.93,-3.536,27.16,-7.5
6.290,26.65,-5.169,27.15,-11.0
6.306,26.30,-6.719,27.15,-14.3
6.323,25.89,-8.182,27.15,-17.5
6.340,25.42,-9.533,27.15,-20.6
6.356,24.93,-10.75,27.15,-23.3
6.373,24.43,-11.85,27.15,-25.9
6.390,23.95,-12.79,27.15,-28.1
6.406,23.51,-13.59,27.16,-30.0
6.423,23.13,-14.23,27.16,-31.6
6.440,22.82,-14.72,27.16,-32.8
6.456,22.60,-15.07,27.16,-33.7
6.473,22.48,-15.26,27.17,-34.2
6.490,22.44,-15.30,27.16,-34.3
6.507,22.51,-15.20,27.16,-34.0
6.523,22.68,-14.95,27.16,-33.4
6.540,22.94,-14.53,27.15,-32.4
6.557,23.28,-13.97,27.15,-31.0
6.573,23.70,-13.25,27.15,-29.2
6.590,24.15,-12.39,27.14,-27.2
6.607,24.64,-11.37,27.14,-24.8
6.623,25.14,-10.23,27.14,-22.1
6.640,25.62,-8.952,27.14,-19.3
6.657,26.06,-7.538,27.13,-16.1
6.673,26.46,-6.040,27.14,-12.9
6.690,26.78,-4.460,27.15,-9.5
6.707,27.01,-2.819,27.16,-6.0
6.723,27.14,-1.138,27.16,-2.4
6.740,27.15,0.559,27.16,1.2
6.757,27.07,2.235,27.16,4.7
6.773,26.89,3.873,27.16,8.2
6.790,26.60,5.452,27.15,11.6
6.807,26.25,6.954,27.16,14.8
6.823,25.84,8.348,27.16,17.9
6.840,25.38,9.628,27.15,20.8
6.857,24.90,10.80,27.14,23.4
6.874,24.42,11.83,27.14,25.8
6.890,23.96,12.71,27.13,27.9
6.907,23.54,13.44,27.11,29.7
6.924,23.18,14.04,27.10,31.2
6.940,22.90,14.48,27.09,32.3
6.957,22.68,14.79,27.08,33.1
6.974,22.56,14.96,27.07,33.5
6.990,22.56,14.99,27.08,33.6
