m = 22.15
t,x,y,r,θ
2.386,37.91,5.831,38.36,8.7
2.402,38.01,5.127,38.36,7.7
2.419,38.10,4.388,38.35,6.6
2.436,38.18,3.615,38.35,5.4
2.452,38.25,2.808,38.35,4.2
2.469,38.30,1.980,38.35,3.0
2.486,38.33,1.134,38.35,1.7
2.503,38.35,0.284,38.35,0.4
2.519,38.34,-0.567,38.34,-0.8
2.536,38.32,-1.408,38.34,-2.1
2.553,38.28,-2.231,38.34,-3.3
2.569,38.22,-3.040,38.34,-4.5
2.586,38.15,-3.818,38.34,-5.7
2.603,38.06,-4.560,38.33,-6.8
2.619,37.97,-5.265,38.34,-7.9
2.636,37.88,-5.927,38.34,-8.9
2.653,37.77,-6.539,38.33,-9.8
2.669,37.67,-7.090,38.33,-10.7
2.686,37.57,-7.577,38.32,-11.4
2.703,37.47,-8.005,38.31,-12.1
2.719,37.38,-8.379,38.30,-12.6
2.736,37.31,-8.668,38.31,-13.1
2.753,37.24,-8.897,38.29,-13.4
2.769,37.20,-9.052,38.28,-13.7
2.786,37.18,-9.136,38.28,-13.8
2.803,37.16,-9.156,38.27,-13.8
2.819,37.18,-9.087,38.27,-13.7
2.836,37.20,-8.951,38.26,-13.5
2.853,37.24,-8.749,38.25,-13.2
2.870,37.36,-8.125,38.24,-12.3
2.886,37.36,-8.120,38.23,-12.3
2.903,37.44,-7.711,38.23,-11.6
2.920,37.53,-7.240,38.23,-10.9
2.936,37.62,-6.719,38.22,-10.1
2.953,37.72,-6.142,38.22,-9.2
2.970,37.82,-5.508,38.22,-8.3
2.986,37.91,-4.834,38.22,-7.3
3.003,37.99,-4.112,38.21,-6.2
3.020,38.07,-3.351,38.22,-5.0
3.036,38.13,-2.554,38.22,-3.8
3.053,38.18,-1.743,38.22,-2.6
3.070,38.21,-0.919,38.22,-1.4
3.086,38.23,-8.239E-2,38.23,-0.1
3.103,38.23,0.757,38.24,1.1
3.120,38.21,1.597,38.25,2.4
3.136,38.17,2.416,38.25,3.6
3.153,38.11,3.215,38.25,4.8
3.170,38.05,3.995,38.26,6.0
3.187,37.98,4.730,38.27,7.1
3.203,37.89,5.434,38.27,8.2
3.220,37.79,6.103,38.28,9.2
3.237,37.70,6.720,38.29,10.1
3.253,37.61,7.279,38.30,11.0
3.270,37.51,7.781,38.31,11.7
3.287,37.43,8.213,38.32,12.4
3.303,37.34,8.605,38.32,13.0
3.320,37.28,8.904,38.33,13.4
3.337,37.23,9.164,38.34,13.8
3.353,37.20,9.333,38.35,14.1
3.370,37.19,9.434,38.36,14.2
3.387,37.17,9.446,38.36,14.3
3.403,37.18,9.404,38.35,14.2
3.420,37.24,9.278,38.38,14.0
3.437,37.29,9.079,38.38,13.7
3.453,37.36,8.800,38.39,13.3
3.470,37.43,8.453,38.37,12.7
3.487,37.51,8.045,38.36,12.1
3.504,37.61,7.567,38.37,11.4
3.520,37.72,7.028,38.36,10.6
3.537,37.82,6.437,38.36,9.7
3.554,37.92,5.794,38.36,8.7
3.570,38.02,5.114,38.37,7.7
3.587,38.11,4.385,38.36,6.6
3.604,38.19,3.619,38.36,5.4
3.620,38.27,2.820,38.37,4.2
3.637,38.32,2.002,38.37,3.0
3.654,38.35,1.170,38.37,1.7
3.670,38.36,0.332,38.36,0.5
3.687,38.35,-0.506,38.35,-0.8
3.704,38.33,-1.343,38.35,-2.0
3.720,38.29,-2.161,38.35,-3.2
3.737,38.23,-2.967,38.35,-4.4
3.754,38.16,-3.741,38.34,-5.6
3.770,38.08,-4.488,38.34,-6.7
3.787,37.98,-5.184,38.33,-7.8
3.804,37.89,-5.835,38.33,-8.8
3.820,37.78,-6.445,38.33,-9.7
3.837,37.68,-6.988,38.32,-10.5
3.854,37.58,-7.481,38.32,-11.3
3.871,37.48,-7.908,38.31,-11.9
3.887,37.40,-8.268,38.30,-12.5
3.904,37.33,-8.561,38.30,-12.9
3.921,37.27,-8.790,38.29,-13.3
3.937,37.23,-8.936,38.28,-13.5
3.954,37.20,-9.020,38.28,-13.6
3.971,37.19,-9.025,38.27,-13.6
3.987,37.19,-8.974,38.26,-13.6
4.004,37.21,-8.844,38.24,-13.4
4.021,37.24,-8.645,38.23,-13.1
4.037,37.30,-8.378,38.23,-12.7
4.054,37.36,-8.038,38.22,-12.1
4.071,37.44,-7.641,38.21,-11.5
4.087,37.53,-7.179,38.21,-10.8
4.104,37.62,-6.654,38.20,-10.0
4.121,37.71,-6.068,38.20,-9.1
4.137,37.81,-5.440,38.20,-8.2
4.154,37.90,-4.767,38.20,-7.2
4.171,37.99,-4.047,38.20,-6.1
4.188,38.06,-3.306,38.21,-5.0
4.204,38.12,-2.537,38.21,-3.8
4.221,38.17,-1.737,38.21,-2.6
4.238,38.20,-0.928,38.21,-1.4
4.254,38.22,-9.991E-2,38.22,-0.1
4.271,38.22,0.722,38.23,1.1
4.288,38.20,1.538,38.23,2.3
4.304,38.16,2.357,38.24,3.5
4.321,38.11,3.143,38.24,4.7
4.338,38.05,3.905,38.25,5.9
4.354,37.97,4.651,38.26,7.0
4.371,37.89,5.352,38.27,8.0
4.388,37.81,6.008,38.28,9.0
4.404,37.71,6.621,38.28,10.0
4.421,37.62,7.173,38.30,10.8
4.438,37.53,7.671,38.30,11.6
4.454,37.44,8.114,38.31,12.2
4.471,37.37,8.492,38.32,12.8
4.488,37.30,8.808,38.33,13.3
4.505,37.25,9.054,38.34,13.7
4.521,37.21,9.230,38.34,13.9
4.538,37.19,9.333,38.35,14.1
4.555,37.21,9.363,38.37,14.1
4.571,37.22,9.322,38.37,14.1
4.588,37.26,9.211,38.38,13.9
4.605,37.30,9.019,38.37,13.6
4.621,37.36,8.753,38.38,13.2
4.638,37.45,8.426,38.38,12.7
4.655,37.53,8.023,38.38,12.1
4.671,37.62,7.561,38.37,11.4
4.688,37.72,7.035,38.37,10.6
4.705,37.82,6.451,38.36,9.7
4.721,37.92,5.814,38.36,8.7
4.738,38.01,5.136,38.36,7.7
4.755,38.10,4.415,38.35,6.6
4.771,38.18,3.654,38.35,5.5
4.788,38.24,2.870,38.35,4.3
4.805,38.29,2.065,38.35,3.1
4.821,38.33,1.247,38.35,1.9
4.838,38.34,0.415,38.34,0.6
4.855,38.34,-0.421,38.34,-0.6
4.872,38.32,-1.245,38.34,-1.9
4.888,38.28,-2.054,38.34,-3.1
4.905,38.23,-2.851,38.33,-4.3
4.922,38.16,-3.613,38.33,-5.4
4.938,38.08,-4.339,38.32,-6.5
4.955,37.98,-5.027,38.31,-7.5
4.972,37.89,-5.668,38.31,-8.5
4.988,37.79,-6.268,38.30,-9.4
5.005,37.68,-6.808,38.29,-10.2
5.022,37.58,-7.291,38.28,-11.0
5.038,37.49,-7.722,38.27,-11.6
5.055,37.41,-8.086,38.28,-12.2
5.072,37.34,-8.385,38.27,-12.7
5.088,37.28,-8.606,38.26,-13.0
5.105,37.24,-8.773,38.25,-13.3
5.122,37.20,-8.854,38.24,-13.4
5.138,37.19,-8.866,38.23,-13.4
5.155,37.19,-8.815,38.22,-13.3
5.172,37.21,-8.686,38.21,-13.1
5.189,37.25,-8.499,38.21,-12.9
5.205,37.30,-8.251,38.20,-12.5
5.222,37.36,-7.925,38.20,-12.0
5.239,37.43,-7.541,38.18,-11.4
5.255,37.52,-7.083,38.19,-10.7
5.272,37.61,-6.577,38.18,-9.9
5.289,37.70,-6.010,38.18,-9.1
5.305,37.80,-5.394,38.18,-8.1
5.322,37.88,-4.730,38.18,-7.1
5.339,37.97,-4.033,38.18,-6.1
5.355,38.04,-3.292,38.18,-4.9
5.372,38.10,-2.526,38.19,-3.8
5.389,38.16,-1.740,38.20,-2.6
5.405,38.19,-0.940,38.20,-1.4
5.422,38.21,-0.122,38.21,-0.2
5.439,38.20,0.690,38.21,1.0
5.455,38.19,1.505,38.22,2.3
5.472,38.16,2.302,38.23,3.5
5.489,38.11,3.083,38.23,4.6
5.506,38.05,3.840,38.24,5.8
5.522,37.98,4.564,38.25,6.9
5.539,37.89,5.256,38.25,7.9
5.556,37.82,5.906,38.27,8.9
5.572,37.72,6.517,38.28,9.8
5.589,37.63,7.066,38.29,10.6
5.606,37.54,7.572,38.29,11.4
5.622,37.46,8.002,38.31,12.1
5.639,37.39,8.389,38.32,12.6
5.656,37.33,8.698,38.33,13.1
5.672,37.28,8.947,38.34,13.5
5.689,37.23,9.135,38.33,13.8
5.706,37.22,9.227,38.34,13.9
5.722,37.22,9.263,38.36,14.0
5.739,37.23,9.225,38.35,13.9
5.756,37.26,9.115,38.36,13.7
5.772,37.30,8.931,38.35,13.5
5.789,37.36,8.667,38.36,13.1
5.806,37.44,8.341,38.36,12.6
5.822,37.53,7.945,38.36,12.0
5.839,37.61,7.499,38.35,11.3
5.856,37.71,6.979,38.35,10.5
5.873,37.81,6.409,38.35,9.6
5.889,37.90,5.786,38.34,8.7
5.906,38.00,5.123,38.35,7.7
5.923,38.09,4.414,38.35,6.6
5.939,38.17,3.665,38.35,5.5
5.956,38.23,2.893,38.34,4.3
5.973,38.27,2.095,38.33,3.1
5.989,38.30,1.275,38.32,1.9
6.006,38.32,0.464,38.32,0.7
6.023,38.31,-0.351,38.31,-0.5
6.039,38.29,-1.163,38.31,-1.7
6.056,38.25,-1.966,38.30,-2.9
6.073,38.19,-2.746,38.29,-4.1
6.089,38.12,-3.501,38.28,-5.2
6.106,38.04,-4.219,38.27,-6.3
6.123,37.96,-4.903,38.27,-7.4
6.139,37.86,-5.539,38.26,-8.3
6.156,37.75,-6.130,38.25,-9.2
6.173,37.65,-6.660,38.23,-10.0
6.190,37.56,-7.134,38.23,-10.8
6.206,37.47,-7.559,38.23,-11.4
6.223,37.39,-7.923,38.22,-12.0
6.240,37.32,-8.221,38.21,-12.4
6.256,37.25,-8.442,38.20,-12.8
6.273,37.21,-8.585,38.19,-13.0
6.290,37.18,-8.675,38.18,-13.1
6.306,37.16,-8.698,38.16,-13.2
6.323,37.17,-8.645,38.17,-13.1
6.340,37.20,-8.519,38.16,-12.9
6.356,37.22,-8.329,38.14,-12.6
6.373,37.27,-8.072,38.14,-12.2
6.390,37.34,-7.747,38.14,-11.7
6.406,37.42,-7.366,38.14,-11.1
6.423,37.50,-6.927,38.13,-10.5
6.440,37.58,-6.429,38.13,-9.7
6.456,37.67,-5.873,38.13,-8.9
6.473,37.77,-5.270,38.14,-7.9
6.490,37.85,-4.627,38.14,-7.0
6.507,37.94,-3.944,38.14,-5.9
6.523,38.01,-3.223,38.15,-4.8
6.540,38.08,-2.472,38.16,-3.7
6.557,38.12,-1.701,38.16,-2.6
6.573,38.16,-0.910,38.17,-1.4
6.590,38.17,-0.113,38.17,-0.2
6.607,38.18,0.684,38.19,1.0
6.623,38.17,1.485,38.20,2.2
6.640,38.14,2.273,38.20,3.4
6.657,38.09,3.054,38.22,4.6
6.673,38.04,3.801,38.23,5.7
6.690,37.97,4.529,38.24,6.8
6.707,37.89,5.217,38.25,7.8
6.723,37.82,5.868,38.27,8.8
6.740,37.73,6.467,38.28,9.7
6.757,37.64,7.013,38.29,10.6
6.773,37.55,7.512,38.30,11.3
6.790,37.48,7.942,38.31,12.0
6.807,37.40,8.326,38.32,12.5
6.823,37.35,8.646,38.33,13.0
6.840,37.29,8.887,38.34,13.4
6.857,37.27,9.050,38.35,13.7
6.874,37.25,9.164,38.36,13.8
