m = 22.15
t,x,y,r,θ
1.268,33.25,19.09,38.34,29.9
1.285,33.89,17.83,38.30,27.8
1.301,34.56,16.48,38.29,25.5
1.318,35.24,14.96,38.28,23.0
1.335,35.90,13.26,38.27,20.3
1.351,36.51,11.51,38.28,17.5
1.368,37.05,9.586,38.27,14.5
1.385,37.52,7.586,38.28,11.4
1.401,37.91,5.508,38.30,8.3
1.418,38.17,3.359,38.31,5.0
1.435,38.33,1.174,38.35,1.8
1.451,38.37,-0.989,38.39,-1.5
1.468,38.30,-3.122,38.43,-4.7
1.485,38.09,-5.279,38.46,-7.9
1.502,37.79,-7.396,38.51,-11.1
1.518,37.37,-9.446,38.54,-14.2
1.535,36.89,-11.34,38.59,-17.1
1.552,36.35,-13.13,38.65,-19.9
1.568,35.73,-14.87,38.70,-22.6
1.585,35.11,-16.43,38.76,-25.1
1.602,34.47,-17.84,38.81,-27.4
1.618,33.84,-19.11,38.86,-29.5
1.635,33.25,-20.23,38.92,-31.3
1.652,32.69,-21.22,38.97,-33.0
1.668,32.20,-22.01,39.01,-34.4
1.685,31.78,-22.66,39.03,-35.5
1.702,31.46,-23.15,39.06,-36.3
1.718,31.26,-23.46,39.08,-36.9
1.735,31.15,-23.61,39.09,-37.2
1.752,31.16,-23.62,39.10,-37.2
1.768,31.28,-23.47,39.10,-36.9
1.785,31.51,-23.10,39.07,-36.2
1.802,31.84,-22.62,39.06,-35.4
1.818,32.27,-21.95,39.03,-34.2
1.835,32.77,-21.11,38.98,-32.8
1.852,33.35,-20.11,38.94,-31.1
1.869,33.94,-18.98,38.89,-29.2
1.885,34.58,-17.69,38.84,-27.1
1.902,35.24,-16.18,38.78,-24.7
1.919,35.89,-14.59,38.75,-22.1
1.935,36.48,-12.89,38.69,-19.5
1.952,37.05,-11.00,38.65,-16.5
1.969,37.52,-9.039,38.59,-13.5
1.985,37.89,-7.032,38.54,-10.5
2.002,38.20,-4.886,38.52,-7.3
2.019,38.37,-2.779,38.47,-4.1
2.035,38.41,-0.594,38.42,-0.9
2.052,38.36,1.580,38.39,2.4
2.069,38.20,3.762,38.39,5.6
2.085,37.90,5.841,38.35,8.8
2.102,37.51,7.902,38.33,11.9
2.119,37.04,9.880,38.33,14.9
2.135,36.48,11.71,38.32,17.8
2.152,35.87,13.48,38.32,20.6
2.169,35.24,15.10,38.34,23.2
2.186,34.56,16.54,38.32,25.6
2.202,33.94,17.88,38.36,27.8
2.219,33.30,19.05,38.37,29.8
2.236,32.68,20.00,38.32,31.5
2.252,32.16,20.87,38.34,33.0
2.269,31.68,21.57,38.33,34.3
2.286,31.31,22.13,38.35,35.3
2.302,31.03,22.60,38.39,36.1
2.319,30.83,22.81,38.35,36.5
2.336,30.77,22.95,38.39,36.7
2.352,30.78,22.85,38.33,36.6
2.369,30.94,22.66,38.35,36.2
2.386,31.15,22.26,38.29,35.5
2.402,31.51,21.79,38.31,34.7
2.419,31.93,21.11,38.28,33.5
2.436,32.42,20.25,38.22,32.0
2.452,32.99,19.31,38.23,30.3
2.469,33.62,18.21,38.24,28.4
2.486,34.26,16.95,38.22,26.3
2.502,34.93,15.59,38.25,24.1
2.519,35.59,14.02,38.25,21.5
2.536,36.21,12.36,38.26,18.8
2.553,36.79,10.57,38.27,16.0
2.569,37.30,8.680,38.30,13.1
2.586,37.72,6.690,38.31,10.1
2.603,38.05,4.620,38.33,6.9
2.619,38.27,2.485,38.35,3.7
2.636,38.37,0.351,38.37,0.5
2.653,38.37,-1.783,38.41,-2.7
2.669,38.26,-3.887,38.45,-5.8
2.686,37.99,-6.014,38.47,-9.0
2.703,37.68,-8.026,38.52,-12.0
2.719,37.25,-9.975,38.57,-15.0
2.736,36.77,-11.77,38.61,-17.8
2.753,36.20,-13.55,38.65,-20.5
2.769,35.62,-15.15,38.71,-23.0
2.786,34.99,-16.66,38.76,-25.5
2.803,34.37,-18.04,38.81,-27.7
2.819,33.78,-19.23,38.87,-29.6
2.836,33.20,-20.29,38.91,-31.4
2.853,32.69,-21.20,38.96,-33.0
2.870,32.26,-21.91,39.00,-34.2
2.886,31.90,-22.48,39.02,-35.2
2.903,31.63,-22.88,39.04,-35.9
2.920,31.48,-23.11,39.05,-36.3
2.936,31.42,-23.18,39.05,-36.4
2.953,31.47,-23.13,39.06,-36.3
2.970,31.63,-22.90,39.05,-35.9
2.986,31.88,-22.51,39.03,-35.2
3.003,32.25,-21.94,39.00,-34.2
3.020,32.69,-21.23,38.98,-33.0
3.036,33.20,-20.31,38.92,-31.5
3.053,33.78,-19.25,38.88,-29.7
3.070,34.40,-18.00,38.83,-27.6
3.086,35.03,-16.63,38.78,-25.4
3.103,35.64,-15.17,38.74,-23.1
3.120,36.26,-13.49,38.69,-20.4
3.136,36.79,-11.77,38.62,-17.7
3.153,37.30,-9.863,38.58,-14.8
3.170,37.72,-7.904,38.54,-11.8
3.187,38.05,-5.884,38.50,-8.8
3.203,38.27,-3.816,38.46,-5.7
3.220,38.38,-1.716,38.42,-2.6
3.237,38.37,0.414,38.37,0.6
3.253,38.28,2.534,38.36,3.8
3.270,38.06,4.654,38.34,7.0
3.287,37.74,6.697,38.33,10.1
3.303,37.31,8.672,38.31,13.1
3.320,36.82,10.57,38.31,16.0
3.337,36.27,12.31,38.30,18.7
3.353,35.68,13.97,38.32,21.4
3.370,35.05,15.50,38.32,23.9
3.387,34.41,16.89,38.33,26.1
3.403,33.78,18.11,38.33,28.2
3.420,33.19,19.21,38.35,30.1
3.437,32.63,20.09,38.32,31.6
3.453,32.14,20.89,38.34,33.0
3.470,31.73,21.52,38.34,34.1
3.487,31.41,22.01,38.35,35.0
3.503,31.18,22.38,38.38,35.7
3.520,31.04,22.53,38.36,36.0
3.537,31.02,22.60,38.38,36.1
3.554,31.11,22.45,38.36,35.8
3.570,31.56,21.79,38.35,34.6
3.587,31.56,21.79,38.35,34.6
3.604,31.93,21.22,38.34,33.6
3.620,32.39,20.54,38.36,32.4
3.637,32.92,19.69,38.36,30.9
3.654,33.50,18.69,38.36,29.2
3.670,34.10,17.47,38.31,27.1
3.687,34.73,16.15,38.30,24.9
3.704,35.35,14.70,38.29,22.6
3.720,35.99,13.14,38.31,20.1
3.737,36.57,11.44,38.32,17.4
3.754,37.09,9.631,38.32,14.6
3.770,37.56,7.725,38.35,11.6
3.787,37.93,5.733,38.36,8.6
3.804,38.19,3.680,38.37,5.5
3.820,38.36,1.575,38.39,2.4
3.837,38.42,-0.560,38.43,-0.8
3.854,38.36,-2.650,38.45,-4.0
3.871,38.20,-4.720,38.49,-7.0
3.887,37.93,-6.744,38.53,-10.1
3.904,37.58,-8.724,38.58,-13.1
3.921,37.14,-10.57,38.62,-15.9
3.937,36.63,-12.37,38.66,-18.7
3.954,36.05,-14.07,38.69,-21.3
3.971,35.47,-15.61,38.75,-23.8
3.987,34.87,-17.02,38.80,-26.0
4.004,34.26,-18.34,38.86,-28.2
4.021,33.70,-19.49,38.92,-30.0
4.037,33.15,-20.46,38.96,-31.7
4.054,32.70,-21.28,39.01,-33.1
4.071,32.31,-21.90,39.03,-34.1
4.087,32.01,-22.37,39.06,-34.9
4.104,31.81,-22.67,39.06,-35.5
4.121,31.71,-22.82,39.07,-35.7
4.137,31.72,-22.83,39.08,-35.7
4.154,31.82,-22.68,39.08,-35.5
4.171,32.02,-22.38,39.07,-34.9
4.188,32.33,-21.92,39.06,-34.1
4.204,32.71,-21.25,39.00,-33.0
4.221,33.19,-20.43,38.97,-31.6
4.238,33.71,-19.45,38.92,-30.0
4.254,34.29,-18.31,38.87,-28.1
4.271,34.88,-17.04,38.82,-26.0
4.288,35.47,-15.65,38.77,-23.8
4.304,36.09,-14.05,38.73,-21.3
4.321,36.63,-12.41,38.68,-18.7
4.338,37.16,-10.59,38.64,-15.9
4.354,37.59,-8.740,38.59,-13.1
4.371,37.95,-6.774,38.55,-10.1
4.388,38.20,-4.756,38.50,-7.1
4.404,38.36,-2.699,38.46,-4.0
4.421,38.42,-0.614,38.43,-0.9
4.438,38.36,1.475,38.39,2.2
4.454,38.21,3.557,38.37,5.3
4.471,37.95,5.587,38.36,8.4
4.488,37.58,7.559,38.33,11.4
4.505,37.15,9.490,38.34,14.3
4.521,36.62,11.27,38.32,17.1
4.538,36.06,12.91,38.31,19.7
4.555,35.47,14.51,38.32,22.2
4.571,34.85,15.92,38.31,24.5
4.588,34.22,17.18,38.29,26.7
4.605,33.63,18.34,38.31,28.6
4.621,33.08,19.37,38.34,30.4
4.638,32.58,20.18,38.32,31.8
4.655,32.14,20.91,38.34,33.0
4.671,31.77,21.43,38.33,34.0
4.688,31.51,21.85,38.35,34.7
4.705,31.35,22.14,38.38,35.2
4.721,31.25,22.23,38.35,35.4
4.738,31.30,22.21,38.38,35.4
4.755,31.42,21.98,38.35,35.0
4.771,31.63,21.62,38.31,34.4
4.788,31.95,21.14,38.31,33.5
4.805,32.35,20.55,38.32,32.4
4.821,32.84,19.76,38.33,31.0
4.838,33.36,18.83,38.31,29.4
4.855,33.93,17.75,38.30,27.6
4.872,34.57,16.55,38.33,25.6
4.888,35.16,15.15,38.29,23.3
4.905,35.78,13.68,38.30,20.9
4.922,36.36,12.05,38.30,18.3
4.938,36.90,10.30,38.31,15.6
4.955,37.38,8.458,38.32,12.8
4.972,37.78,6.547,38.35,9.8
4.988,38.09,4.559,38.36,6.8
5.005,38.31,2.508,38.39,3.7
5.022,38.42,0.431,38.42,0.6
5.038,38.41,-1.645,38.44,-2.5
5.055,38.30,-3.697,38.48,-5.5
5.072,38.09,-5.714,38.52,-8.5
5.088,37.79,-7.690,38.56,-11.5
5.105,37.38,-9.625,38.60,-14.4
5.122,36.89,-11.45,38.63,-17.2
5.138,36.38,-13.16,38.69,-19.9
5.155,35.82,-14.71,38.73,-22.3
5.172,35.24,-16.18,38.78,-24.7
5.189,34.66,-17.50,38.83,-26.8
5.205,34.10,-18.69,38.89,-28.7
5.222,33.56,-19.72,38.92,-30.4
5.239,33.09,-20.59,38.97,-31.9
5.255,32.68,-21.30,39.00,-33.1
5.272,32.35,-21.84,39.03,-34.0
5.289,32.12,-22.22,39.06,-34.7
5.305,31.97,-22.42,39.05,-35.0
5.322,31.92,-22.48,39.04,-35.1
5.339,31.99,-22.40,39.06,-35.0
5.355,32.14,-22.18,39.05,-34.6
5.372,32.38,-21.79,39.03,-33.9
5.389,32.72,-21.21,38.99,-33.0
5.405,33.14,-20.47,38.95,-31.7
5.422,33.63,-19.59,38.92,-30.2
5.439,34.16,-18.54,38.87,-28.5
5.455,34.73,-17.32,38.81,-26.5
5.472,35.31,-15.99,38.77,-24.4
5.489,35.90,-14.52,38.72,-22.0
5.505,36.46,-12.88,38.67,-19.5
5.522,36.99,-11.15,38.63,-16.8
5.539,37.41,-9.381,38.57,-14.1
5.556,37.80,-7.522,38.54,-11.3
5.572,38.11,-5.531,38.51,-8.3
5.589,38.31,-3.505,38.47,-5.2
5.606,38.41,-1.453,38.44,-2.2
5.622,38.41,0.623,38.41,0.9
5.639,38.29,2.682,38.39,4.0
5.656,38.10,4.698,38.39,7.0
5.672,37.78,6.663,38.36,10.0
5.689,37.37,8.520,38.33,12.8
5.706,36.89,10.31,38.31,15.6
5.722,36.37,12.02,38.31,18.3
5.739,35.80,13.60,38.30,20.8
5.756,35.21,15.07,38.30,23.2
5.772,34.63,16.44,38.33,25.4
5.789,34.03,17.65,38.33,27.4
5.806,33.47,18.66,38.33,29.1
5.822,32.94,19.54,38.30,30.7
5.839,32.47,20.26,38.28,32.0
5.856,32.10,20.88,38.30,33.0
5.873,31.78,21.33,38.27,33.9
5.889,31.61,21.73,38.36,34.5
5.906,31.51,21.94,38.39,34.9
5.923,31.73,21.52,38.34,34.1
5.939,31.73,21.52,38.34,34.1
5.956,31.73,21.52,38.34,34.1
5.973,32.00,21.09,38.32,33.4
5.989,32.35,20.54,38.32,32.4
6.006,32.79,19.82,38.31,31.2
6.023,33.30,19.01,38.34,29.7
6.039,33.84,17.98,38.32,28.0
6.056,34.42,16.83,38.31,26.1
6.073,35.01,15.52,38.29,23.9
6.089,35.63,14.12,38.33,21.6
6.106,36.20,12.58,38.32,19.2
6.123,36.73,10.89,38.31,16.5
6.139,37.24,9.147,38.35,13.8
6.156,37.67,7.280,38.37,10.9
6.173,38.00,5.309,38.36,8.0
6.190,38.25,3.311,38.39,4.9
6.206,38.41,1.289,38.43,1.9
6.223,38.42,-0.814,38.43,-1.2
6.240,38.36,-2.847,38.46,-4.2
6.256,38.21,-4.836,38.51,-7.2
6.273,37.95,-6.795,38.55,-10.2
6.290,37.59,-8.730,38.59,-13.1
6.306,37.16,-10.53,38.63,-15.8
6.323,36.67,-12.24,38.66,-18.5
6.340,36.16,-13.85,38.72,-21.0
6.356,35.58,-15.37,38.76,-23.4
6.373,35.03,-16.69,38.81,-25.5
6.390,34.46,-17.93,38.84,-27.5
6.406,33.93,-18.99,38.89,-29.2
6.423,33.45,-19.92,38.93,-30.8
6.440,33.03,-20.68,38.97,-32.1
6.456,32.67,-21.29,38.99,-33.1
6.473,32.40,-21.74,39.02,-33.9
6.490,32.21,-22.05,39.04,-34.4
6.506,32.13,-22.15,39.02,-34.6
6.523,32.14,-22.13,39.03,-34.5
6.540,32.26,-21.97,39.03,-34.3
6.557,32.47,-21.65,39.02,-33.7
6.573,32.77,-21.12,38.99,-32.8
6.590,33.14,-20.47,38.95,-31.7
6.607,33.58,-19.69,38.92,-30.4
6.623,34.09,-18.68,38.87,-28.7
6.640,34.62,-17.57,38.83,-26.9
6.657,35.19,-16.29,38.78,-24.8
6.673,35.74,-14.94,38.73,-22.7
6.690,36.31,-13.37,38.69,-20.2
6.707,36.80,-11.80,38.65,-17.8
6.723,37.26,-10.04,38.59,-15.1
6.740,37.68,-8.162,38.56,-12.2
6.757,37.99,-6.272,38.50,-9.4
6.773,38.22,-4.352,38.46,-6.5
6.790,38.36,-2.294,38.43,-3.4
6.807,38.41,-0.247,38.42,-0.4
6.823,38.32,1.720,38.36,2.6
6.840,38.16,3.750,38.35,5.6
6.857,37.89,5.723,38.32,8.6
6.874,37.53,7.616,38.29,11.5
6.890,37.10,9.458,38.29,14.3
6.907,36.62,11.21,38.29,17.0
6.924,36.09,12.84,38.30,19.6
6.940,35.51,14.32,38.29,22.0
6.957,34.94,15.68,38.30,24.2
6.974,34.38,16.92,38.31,26.2
6.990,33.83,18.05,38.34,28.1
7.007,33.31,18.99,38.34,29.7
7.024,32.84,19.77,38.33,31.0
7.040,32.45,20.48,38.37,32.3
7.057,32.14,21.00,38.39,33.2
7.074,31.88,21.34,38.36,33.8
7.090,31.76,21.64,38.44,34.3
7.107,31.72,21.73,38.45,34.4
7.124,31.77,21.67,38.46,34.3
7.140,31.90,21.40,38.41,33.9
7.157,32.14,21.10,38.45,33.3
7.174,32.45,20.60,38.43,32.4
7.191,32.84,19.89,38.39,31.2
7.207,33.31,19.14,38.42,29.9
7.224,33.83,18.20,38.42,28.3
7.241,34.37,17.08,38.38,26.4
7.257,34.93,15.86,38.36,24.4
7.274,35.52,14.47,38.36,22.2
7.291,36.10,12.99,38.36,19.8
7.307,36.64,11.34,38.36,17.2
7.324,37.15,9.663,38.38,14.6
7.341,37.57,7.830,38.38,11.8
7.357,37.94,5.925,38.40,8.9
7.374,38.20,3.946,38.41,5.9
7.391,38.38,1.898,38.43,2.8
7.407,38.46,-7.429E-2,38.46,-0.1
7.424,38.42,-2.134,38.48,-3.2
7.441,38.31,-4.087,38.53,-6.1
7.457,38.09,-6.017,38.56,-9.0
7.474,37.78,-7.921,38.60,-11.8
7.491,37.38,-9.796,38.64,-14.7
7.508,36.94,-11.47,38.68,-17.2
7.524,36.42,-13.15,38.72,-19.9
7.541,35.90,-14.64,38.77,-22.2
7.558,35.35,-16.00,38.81,-24.3
7.574,34.78,-17.29,38.84,-26.4
7.591,34.26,-18.40,38.88,-28.2
7.608,33.78,-19.33,38.92,-29.8
7.624,33.35,-20.12,38.95,-31.1
7.641,32.97,-20.76,38.96,-32.2
7.658,32.68,-21.30,39.00,-33.1
7.674,32.47,-21.64,39.02,-33.7
7.691,32.35,-21.77,38.99,-33.9
7.708,32.35,-21.81,39.01,-34.0
7.724,32.42,-21.69,39.01,-33.8
7.741,32.58,-21.44,39.01,-33.3
7.758,32.83,-21.00,38.97,-32.6
7.774,33.17,-20.42,38.95,-31.6
7.791,33.57,-19.67,38.91,-30.4
7.808,34.03,-18.77,38.87,-28.9
7.824,34.56,-17.69,38.83,-27.1
7.841,35.09,-16.51,38.78,-25.2
7.858,35.63,-15.21,38.74,-23.1
7.875,36.16,-13.78,38.69,-20.9
7.891,36.67,-12.17,38.64,-18.4
7.908,37.16,-10.48,38.61,-15.7
7.925,37.57,-8.667,38.56,-13.0
7.941,37.89,-6.858,38.50,-10.3
7.958,38.16,-4.925,38.47,-7.4
7.975,38.31,-2.960,38.42,-4.4
7.991,38.38,-0.986,38.39,-1.5
8.008,38.36,1.070,38.38,1.6
8.025,38.22,3.008,38.34,4.5
8.041,37.99,4.994,38.31,7.5
8.058,37.68,6.881,38.30,10.3
8.075,37.27,8.678,38.27,13.1
8.091,36.83,10.45,38.28,15.8
8.108,36.31,12.06,38.26,18.4
8.125,35.78,13.61,38.28,20.8
8.141,35.21,14.99,38.27,23.1
8.158,34.67,16.30,38.31,25.2
8.175,34.10,17.37,38.27,27.0
8.192,33.62,18.42,38.33,28.7
