t,x,y,r,θ
4.404,37.46,-9.402,38.62,-14.1
4.421,37.85,-7.398,38.56,-11.1
4.438,38.12,-5.323,38.49,-7.9
4.454,38.30,-3.235,38.44,-4.8
4.471,38.36,-1.128,38.38,-1.7
4.488,38.31,0.972,38.32,1.5
4.505,38.14,3.039,38.26,4.6
4.521,37.86,5.045,38.20,7.6
4.538,37.50,6.965,38.14,10.5
4.555,37.05,8.814,38.08,13.4
4.571,36.54,10.56,38.03,16.1
4.588,35.96,12.17,37.96,18.7
4.605,35.35,13.66,37.90,21.1
4.621,34.75,15.01,37.85,23.4
4.638,34.13,16.25,37.80,25.5
4.655,33.55,17.34,37.76,27.3
4.671,32.98,18.27,37.71,29.0
4.688,32.48,19.07,37.66,30.4
4.705,32.05,19.72,37.63,31.6
4.721,31.70,20.25,37.61,32.6
4.738,31.43,20.64,37.60,33.3
4.755,31.25,20.88,37.59,33.8
4.771,31.17,21.01,37.58,34.0
4.788,31.18,21.00,37.59,34.0
4.805,31.30,20.85,37.61,33.7
4.821,31.51,20.56,37.63,33.1
4.838,31.82,20.14,37.65,32.3
4.855,32.21,19.57,37.69,31.3
4.872,32.68,18.86,37.73,30.0
4.888,33.21,18.00,37.77,28.5
4.905,33.79,16.99,37.82,26.7
4.922,34.40,15.84,37.87,24.7
4.938,35.02,14.55,37.92,22.6
4.955,35.63,13.12,37.97,20.2
4.972,36.22,11.56,38.02,17.7
4.988,36.78,9.897,38.08,15.1
5.005,37.27,8.109,38.14,12.3
5.022,37.69,6.213,38.20,9.4
5.038,38.03,4.232,38.26,6.4
5.055,38.25,2.208,38.32,3.3
5.072,38.39,0.118,38.39,0.2
5.088,38.40,-1.990,38.45,-3.0
5.105,38.29,-4.097,38.51,-6.1
5.122,38.08,-6.178,38.58,-9.2
5.138,37.76,-8.221,38.64,-12.3
5.155,37.34,-10.19,38.71,-15.3
5.172,36.85,-12.08,38.78,-18.2
5.189,36.30,-13.86,38.85,-20.9
5.205,35.71,-15.51,38.93,-23.5
5.222,35.06,-17.03,38.98,-25.9
5.239,34.44,-18.42,39.05,-28.1
5.255,33.81,-19.65,39.11,-30.2
5.272,33.23,-20.75,39.18,-32.0
5.289,32.68,-21.68,39.22,-33.6
5.305,32.21,-22.46,39.27,-34.9
5.322,31.81,-23.07,39.30,-36.0
5.339,31.50,-23.53,39.32,-36.8
5.355,31.19,-23.97,39.34,-37.5
5.372,31.18,-23.98,39.34,-37.6
5.389,31.18,-23.97,39.33,-37.5
5.405,31.29,-23.80,39.32,-37.3
5.422,31.51,-23.46,39.28,-36.7
5.439,31.84,-22.97,39.26,-35.8
5.455,32.24,-22.31,39.21,-34.7
5.472,32.74,-21.49,39.16,-33.3
5.489,33.29,-20.52,39.11,-31.6
5.505,33.88,-19.39,39.04,-29.8
5.522,34.50,-18.11,38.97,-27.7
5.539,35.14,-16.69,38.90,-25.4
5.556,35.75,-15.13,38.82,-22.9
5.572,36.34,-13.44,38.74,-20.3
5.589,36.88,-11.64,38.67,-17.5
5.606,37.35,-9.740,38.60,-14.6
5.622,37.74,-7.756,38.53,-11.6
5.639,38.04,-5.723,38.47,-8.6
5.656,38.23,-3.647,38.40,-5.4
5.672,38.31,-1.565,38.35,-2.3
5.689,38.29,0.515,38.29,0.8
5.706,38.15,2.560,38.24,3.8
5.722,37.90,4.566,38.18,6.9
5.739,37.57,6.498,38.13,9.8
5.756,37.14,8.350,38.07,12.7
5.772,36.65,10.08,38.01,15.4
5.789,36.10,11.73,37.95,18.0
5.806,35.51,13.23,37.90,20.4
5.822,34.91,14.62,37.85,22.7
5.839,34.31,15.86,37.80,24.8
5.856,33.72,16.99,37.75,26.7
5.873,33.17,17.95,37.72,28.4
5.889,32.67,18.78,37.68,29.9
5.906,32.23,19.47,37.65,31.1
5.923,31.86,20.02,37.62,32.2
5.939,31.57,20.44,37.61,32.9
5.956,31.37,20.73,37.60,33.5
5.973,31.29,20.88,37.62,33.7
5.989,31.28,20.91,37.63,33.8
6.006,31.38,20.79,37.64,33.5
6.023,31.59,20.53,37.67,33.0
6.039,31.87,20.13,37.70,32.3
6.056,32.23,19.58,37.72,31.3
6.073,32.69,18.91,37.76,30.1
6.089,33.19,18.08,37.80,28.6
6.106,33.75,17.12,37.85,26.9
6.123,34.35,16.00,37.89,25.0
6.139,34.96,14.74,37.94,22.9
6.156,35.57,13.35,38.00,20.6
6.173,36.16,11.84,38.05,18.1
6.190,36.72,10.18,38.11,15.5
6.206,37.22,8.429,38.16,12.8
6.223,37.64,6.566,38.21,9.9
6.240,37.99,4.616,38.27,6.9
6.256,38.24,2.598,38.33,3.9
6.273,38.39,0.529,38.39,0.8
6.290,38.41,-1.565,38.44,-2.3
6.306,38.33,-3.661,38.51,-5.5
6.323,38.14,-5.738,38.57,-8.6
6.340,37.84,-7.768,38.63,-11.6
6.356,37.44,-9.731,38.69,-14.6
6.373,36.96,-11.63,38.75,-17.5
6.390,36.43,-13.40,38.81,-20.2
6.406,35.83,-15.06,38.87,-22.8
6.423,35.22,-16.59,38.94,-25.2
6.440,34.60,-17.98,39.00,-27.5
6.456,33.99,-19.23,39.05,-29.5
6.473,33.39,-20.35,39.10,-31.4
6.490,32.84,-21.30,39.15,-33.0
6.506,32.38,-22.11,39.20,-34.3
6.523,31.96,-22.73,39.22,-35.4
6.540,31.64,-23.17,39.22,-36.2
6.557,31.40,-23.50,39.22,-36.8
6.573,31.28,-23.72,39.26,-37.2
6.590,31.30,-23.83,39.33,-37.3
6.607,31.37,-23.62,39.27,-37.0
6.623,31.57,-23.30,39.24,-36.4
6.640,31.87,-22.84,39.21,-35.6
6.657,32.25,-22.22,39.16,-34.6
6.673,32.72,-21.46,39.13,-33.3
6.690,33.26,-20.52,39.08,-31.7
6.707,33.83,-19.41,39.00,-29.8
6.723,34.44,-18.17,38.94,-27.8
6.740,35.05,-16.80,38.87,-25.6
6.757,35.66,-15.29,38.80,-23.2
6.773,36.23,-13.65,38.72,-20.6
6.790,36.78,-11.88,38.65,-17.9
6.807,37.26,-10.01,38.58,-15.0
6.823,37.66,-8.059,38.52,-12.1
6.840,37.97,-6.080,38.46,-9.1
6.857,38.19,-4.034,38.40,-6.0
6.874,38.29,-1.956,38.34,-2.9
6.890,38.27,0.128,38.27,0.2
6.907,38.16,2.167,38.22,3.3
6.924,37.94,4.147,38.16,6.2
6.940,37.62,6.068,38.10,9.2
6.957,37.22,7.928,38.05,12.0
6.974,36.75,9.687,38.01,14.8
6.990,36.20,11.33,37.94,17.4
7.007,35.64,12.86,37.88,19.8
7.024,35.05,14.25,37.83,22.1
7.040,34.46,15.52,37.80,24.2
7.057,33.87,16.66,37.74,26.2
7.074,33.32,17.66,37.71,27.9
7.090,32.82,18.51,37.68,29.4
7.107,32.38,19.22,37.66,30.7
7.124,31.99,19.80,37.63,31.8
7.140,31.70,20.25,37.62,32.6
7.157,31.50,20.56,37.62,33.1
7.174,31.39,20.75,37.63,33.5
7.191,31.37,20.79,37.64,33.5
7.207,31.46,20.69,37.65,33.3
7.224,31.64,20.48,37.69,32.9
7.241,31.90,20.11,37.71,32.2
7.257,32.26,19.59,37.74,31.3
7.274,32.69,18.93,37.77,30.1
7.291,33.18,18.13,37.81,28.7
7.307,33.72,17.19,37.85,27.0
7.324,34.31,16.11,37.90,25.1
7.341,34.91,14.88,37.95,23.1
7.357,35.51,13.51,37.99,20.8
7.374,36.09,12.02,38.04,18.4
