m = 22.15
t,x,y,r,θ
1.752,26.93,2.352,27.04,5.0
1.768,26.89,2.810,27.03,6.0
1.785,26.84,3.245,27.03,6.9
1.802,26.79,3.638,27.04,7.7
1.818,26.73,3.991,27.02,8.5
1.835,26.69,4.282,27.03,9.1
1.852,26.63,4.519,27.01,9.6
1.869,26.61,4.697,27.02,10.0
1.885,26.57,4.831,27.01,10.3
1.902,26.55,4.886,27.00,10.4
1.919,26.57,4.910,27.02,10.5
1.935,26.58,4.862,27.02,10.4
1.952,26.61,4.749,27.03,10.1
1.969,26.64,4.594,27.03,9.8
1.985,26.68,4.378,27.04,9.3
2.002,26.74,4.106,27.05,8.7
2.019,26.79,3.789,27.05,8.1
2.035,26.82,3.411,27.04,7.2
2.052,26.88,2.987,27.04,6.3
2.069,26.93,2.537,27.05,5.4
2.085,26.98,2.060,27.06,4.4
2.102,27.01,1.553,27.05,3.3
2.119,27.03,1.017,27.05,2.2
2.135,27.05,0.484,27.05,1.0
2.152,27.06,-6.096E-2,27.06,-0.1
2.169,27.05,-0.601,27.05,-1.3
2.186,27.03,-1.145,27.06,-2.4
2.202,27.01,-1.660,27.06,-3.5
2.219,26.98,-2.181,27.07,-4.6
2.236,26.94,-2.636,27.07,-5.6
2.252,26.89,-3.089,27.07,-6.6
2.269,26.84,-3.505,27.07,-7.4
2.286,26.79,-3.881,27.07,-8.2
2.302,26.74,-4.203,27.07,-8.9
2.319,26.70,-4.484,27.07,-9.5
2.336,26.65,-4.694,27.06,-10.0
2.352,26.62,-4.868,27.07,-10.4
2.369,26.60,-4.967,27.06,-10.6
2.386,26.59,-5.015,27.06,-10.7
2.402,26.60,-5.006,27.07,-10.7
2.419,26.61,-4.944,27.07,-10.5
2.436,26.64,-4.829,27.07,-10.3
2.452,26.66,-4.656,27.07,-9.9
2.469,26.70,-4.418,27.07,-9.4
2.486,26.75,-4.149,27.07,-8.8
2.503,26.79,-3.821,27.06,-8.1
2.519,26.84,-3.450,27.06,-7.3
2.536,26.89,-3.035,27.06,-6.4
2.553,26.94,-2.589,27.07,-5.5
2.569,26.98,-2.114,27.06,-4.5
2.586,27.01,-1.610,27.06,-3.4
2.603,27.04,-1.097,27.06,-2.3
2.619,27.05,-0.569,27.05,-1.2
2.636,27.05,-3.130E-2,27.05,-0.1
2.653,27.04,0.501,27.05,1.1
2.669,27.03,1.015,27.05,2.2
2.686,27.01,1.537,27.05,3.3
2.703,26.97,2.026,27.05,4.3
2.719,26.94,2.481,27.05,5.3
2.736,26.88,2.914,27.04,6.2
2.753,26.85,3.307,27.05,7.0
2.769,26.79,3.668,27.04,7.8
2.786,26.74,3.965,27.03,8.4
2.803,26.71,4.215,27.04,9.0
2.819,26.67,4.435,27.03,9.4
2.836,26.64,4.583,27.03,9.8
2.853,26.61,4.668,27.02,9.9
2.870,26.60,4.705,27.02,10.0
2.886,26.62,4.682,27.02,10.0
2.903,26.61,4.611,27.00,9.8
2.920,26.64,4.481,27.02,9.5
2.936,26.67,4.299,27.01,9.2
2.953,26.73,4.055,27.03,8.6
2.970,26.77,3.767,27.03,8.0
2.986,26.82,3.433,27.04,7.3
3.003,26.87,3.056,27.05,6.5
3.020,26.92,2.647,27.05,5.6
3.036,26.95,2.197,27.04,4.7
3.053,27.01,1.724,27.07,3.7
3.070,27.03,1.215,27.06,2.6
3.086,27.04,0.714,27.05,1.5
3.103,27.05,0.189,27.05,0.4
3.120,27.06,-0.346,27.06,-0.7
3.136,27.05,-0.861,27.06,-1.8
3.153,27.02,-1.359,27.06,-2.9
3.170,27.00,-1.847,27.06,-3.9
3.187,26.97,-2.324,27.07,-4.9
3.203,26.92,-2.772,27.06,-5.9
3.220,26.87,-3.191,27.06,-6.8
3.237,26.83,-3.552,27.06,-7.5
3.253,26.78,-3.880,27.06,-8.2
3.270,26.74,-4.174,27.07,-8.9
3.287,26.70,-4.409,27.06,-9.4
3.303,26.67,-4.590,27.06,-9.8
3.320,26.64,-4.722,27.05,-10.1
3.337,26.62,-4.799,27.05,-10.2
3.353,26.61,-4.821,27.05,-10.3
3.370,26.62,-4.789,27.05,-10.2
3.387,26.63,-4.697,27.05,-10.0
3.403,26.66,-4.551,27.05,-9.7
3.420,26.69,-4.351,27.05,-9.3
3.437,26.74,-4.104,27.05,-8.7
3.453,26.78,-3.813,27.05,-8.1
3.470,26.83,-3.464,27.05,-7.4
3.487,26.87,-3.096,27.05,-6.6
3.504,26.91,-2.677,27.04,-5.7
3.520,26.96,-2.228,27.05,-4.7
3.537,26.98,-1.764,27.04,-3.7
3.554,27.01,-1.264,27.04,-2.7
3.570,27.03,-0.768,27.04,-1.6
3.587,27.05,-0.258,27.05,-0.5
3.604,27.04,0.261,27.05,0.6
3.620,27.03,0.754,27.04,1.6
3.637,27.01,1.259,27.04,2.7
3.654,26.98,1.735,27.04,3.7
3.670,26.94,2.187,27.03,4.6
3.687,26.90,2.605,27.02,5.5
3.704,26.82,3.372,27.03,7.2
3.720,26.82,3.376,27.03,7.2
3.737,26.79,3.688,27.04,7.8
3.754,26.75,3.943,27.04,8.4
3.770,26.71,4.164,27.03,8.9
3.787,26.67,4.340,27.02,9.2
3.804,26.65,4.444,27.02,9.5
3.820,26.63,4.508,27.01,9.6
3.837,26.63,4.506,27.01,9.6
3.854,26.64,4.452,27.01,9.5
3.871,26.66,4.339,27.01,9.2
3.887,26.69,4.184,27.01,8.9
3.904,26.72,3.977,27.02,8.5
3.921,26.76,3.709,27.02,7.9
3.937,26.79,3.402,27.01,7.2
3.954,26.84,3.060,27.01,6.5
3.971,26.89,2.677,27.02,5.7
3.987,26.93,2.264,27.02,4.8
4.004,26.95,1.828,27.01,3.9
4.021,26.98,1.344,27.02,2.9
4.037,27.00,0.867,27.01,1.8
4.054,27.02,0.365,27.02,0.8
4.071,27.02,-0.137,27.02,-0.3
4.087,27.01,-0.640,27.02,-1.4
4.104,27.00,-1.120,27.02,-2.4
4.121,26.97,-1.587,27.02,-3.4
4.137,26.94,-2.060,27.02,-4.4
4.154,26.91,-2.485,27.02,-5.3
4.171,26.86,-2.889,27.02,-6.1
4.188,26.82,-3.267,27.02,-6.9
4.204,26.78,-3.592,27.02,-7.6
4.221,26.74,-3.883,27.02,-8.3
4.238,26.71,-4.126,27.03,-8.8
4.254,26.68,-4.325,27.03,-9.2
4.271,26.65,-4.468,27.03,-9.5
4.288,26.64,-4.568,27.03,-9.7
4.304,26.63,-4.611,27.03,-9.8
4.321,26.63,-4.607,27.02,-9.8
4.338,26.64,-4.549,27.03,-9.7
4.354,26.66,-4.425,27.03,-9.4
4.371,26.69,-4.255,27.03,-9.1
4.388,26.72,-4.039,27.03,-8.6
4.404,26.76,-3.774,27.03,-8.0
4.421,26.81,-3.475,27.04,-7.4
4.438,26.86,-3.125,27.04,-6.6
4.454,26.90,-2.736,27.03,-5.8
4.471,26.94,-2.318,27.04,-4.9
4.488,26.97,-1.881,27.04,-4.0
4.505,27.00,-1.427,27.04,-3.0
4.521,27.02,-0.944,27.04,-2.0
4.538,27.03,-0.459,27.04,-1.0
4.555,27.04,3.367E-2,27.04,0.1
4.571,27.03,0.516,27.04,1.1
4.588,27.01,1.001,27.03,2.1
4.605,27.00,1.480,27.04,3.1
4.621,26.97,1.915,27.03,4.1
4.638,26.93,2.332,27.03,4.9
4.655,26.89,2.709,27.02,5.8
4.671,26.85,3.062,27.02,6.5
4.688,26.81,3.380,27.02,7.2
4.705,26.76,3.650,27.01,7.8
4.721,26.72,3.885,27.00,8.3
4.738,26.71,4.052,27.01,8.6
4.755,26.67,4.189,27.00,8.9
4.771,26.67,4.271,27.01,9.1
4.788,26.66,4.284,27.00,9.1
4.805,26.65,4.252,26.99,9.1
4.821,26.67,4.179,27.00,8.9
4.838,26.69,4.039,26.99,8.6
4.855,26.73,3.862,27.01,8.2
4.872,26.77,3.634,27.02,7.7
4.888,26.82,3.372,27.03,7.2
4.905,26.86,3.062,27.03,6.5
4.922,26.90,2.694,27.03,5.7
4.938,26.94,2.314,27.04,4.9
4.955,26.97,1.901,27.04,4.0
4.972,27.00,1.472,27.04,3.1
4.988,27.02,1.007,27.04,2.1
5.005,27.03,0.535,27.04,1.1
5.022,27.04,6.786E-2,27.04,0.1
5.038,27.04,-0.414,27.04,-0.9
5.055,27.03,-0.888,27.05,-1.9
5.072,27.01,-1.346,27.04,-2.9
5.088,27.00,-1.809,27.06,-3.8
5.105,26.96,-2.221,27.05,-4.7
5.122,26.92,-2.627,27.05,-5.6
5.138,26.88,-3.002,27.04,-6.4
5.155,26.84,-3.331,27.05,-7.1
5.172,26.80,-3.627,27.05,-7.7
5.189,26.76,-3.878,27.04,-8.2
5.205,26.73,-4.089,27.04,-8.7
5.222,26.71,-4.252,27.04,-9.0
5.239,26.69,-4.369,27.05,-9.3
5.255,26.68,-4.423,27.04,-9.4
5.272,26.68,-4.434,27.04,-9.4
5.289,26.69,-4.392,27.05,-9.3
5.305,26.70,-4.296,27.04,-9.1
5.322,26.72,-4.157,27.04,-8.8
5.339,26.75,-3.967,27.05,-8.4
5.355,26.78,-3.730,27.04,-7.9
5.372,26.83,-3.445,27.05,-7.3
5.389,26.87,-3.128,27.05,-6.6
5.405,26.89,-2.765,27.03,-5.9
5.422,26.94,-2.380,27.05,-5.0
5.439,26.97,-1.974,27.04,-4.2
5.455,26.99,-1.549,27.04,-3.3
5.472,27.01,-1.090,27.03,-2.3
5.489,27.03,-0.634,27.04,-1.3
5.506,27.04,-0.165,27.04,-0.3
5.522,27.04,0.313,27.04,0.7
5.539,27.02,0.761,27.03,1.6
5.556,27.00,1.217,27.03,2.6
5.572,26.98,1.645,27.03,3.5
5.589,26.95,2.062,27.03,4.4
5.606,26.92,2.443,27.03,5.2
5.622,26.89,2.784,27.03,5.9
5.639,26.85,3.103,27.03,6.6
5.656,26.80,3.380,27.01,7.2
5.672,26.75,3.611,27.00,7.7
5.689,26.73,3.805,27.00,8.1
5.706,26.69,3.939,26.98,8.4
5.722,26.68,4.028,26.99,8.6
5.739,26.68,4.074,26.99,8.7
5.756,26.69,4.063,26.99,8.7
5.772,26.70,4.009,26.99,8.5
5.789,26.71,3.897,26.99,8.3
5.806,26.73,3.754,26.99,8.0
5.822,26.76,3.554,27.00,7.6
5.839,26.79,3.297,26.99,7.0
5.856,26.84,3.009,27.01,6.4
5.873,26.87,2.691,27.01,5.7
5.889,26.91,2.335,27.01,5.0
5.906,26.95,1.954,27.02,4.1
5.923,26.98,1.532,27.03,3.3
5.939,27.00,1.109,27.03,2.4
5.956,27.02,0.659,27.03,1.4
5.973,27.03,0.201,27.03,0.4
5.989,27.02,-0.245,27.02,-0.5
6.006,27.03,-0.704,27.04,-1.5
6.023,27.01,-1.153,27.03,-2.4
6.039,26.96,-1.998,27.04,-4.2
6.056,26.96,-1.998,27.04,-4.2
6.073,26.93,-2.400,27.03,-5.1
6.089,26.90,-2.760,27.04,-5.9
6.106,26.86,-3.093,27.04,-6.6
6.123,26.83,-3.390,27.04,-7.2
6.139,26.80,-3.639,27.04,-7.7
6.156,26.77,-3.851,27.04,-8.2
6.173,26.75,-4.024,27.05,-8.6
6.190,26.72,-4.141,27.04,-8.8
6.206,26.71,-4.222,27.04,-9.0
6.223,26.71,-4.244,27.05,-9.0
6.240,26.72,-4.226,27.05,-9.0
6.256,26.73,-4.151,27.05,-8.8
6.273,26.75,-4.036,27.05,-8.6
6.290,26.77,-3.873,27.05,-8.2
6.306,26.80,-3.672,27.05,-7.8
6.323,26.84,-3.418,27.05,-7.3
6.340,26.87,-3.127,27.06,-6.6
6.356,26.90,-2.790,27.04,-5.9
6.373,26.93,-2.437,27.04,-5.2
6.390,26.96,-2.045,27.04,-4.3
6.406,26.99,-1.639,27.04,-3.5
6.423,27.01,-1.218,27.03,-2.6
6.440,27.02,-0.770,27.03,-1.6
6.456,27.03,-0.325,27.03,-0.7
6.473,27.03,0.112,27.03,0.2
6.490,27.01,0.555,27.02,1.2
6.507,27.00,0.996,27.02,2.1
6.523,26.97,1.405,27.01,3.0
6.540,26.95,1.815,27.01,3.9
6.557,26.92,2.182,27.01,4.6
6.573,26.89,2.524,27.01,5.4
6.590,26.86,2.852,27.01,6.1
6.607,26.82,3.125,27.00,6.6
6.623,26.78,3.355,26.99,7.1
6.640,26.76,3.554,26.99,7.6
6.657,26.74,3.696,26.99,7.9
6.673,26.72,3.806,26.99,8.1
6.690,26.71,3.870,26.99,8.2
6.707,26.71,3.879,26.99,8.3
6.723,26.71,3.834,26.99,8.2
6.740,26.75,3.743,27.01,8.0
6.757,26.75,3.606,26.99,7.7
6.773,26.78,3.436,27.00,7.3
6.790,26.82,3.219,27.01,6.8
6.807,26.85,2.954,27.01,6.3
6.823,26.87,2.656,27.01,5.6
6.840,26.91,2.332,27.01,5.0
6.857,26.94,1.965,27.02,4.2
6.874,26.97,1.583,27.02,3.4
6.890,26.99,1.172,27.01,2.5
6.907,27.00,0.759,27.01,1.6
6.924,27.02,0.319,27.02,0.7
6.940,27.02,-0.114,27.02,-0.2
6.957,27.01,-0.554,27.01,-1.2
6.974,26.99,-0.981,27.01,-2.1
6.990,26.98,-1.407,27.01,-3.0
7.007,26.96,-1.800,27.02,-3.8
7.024,26.93,-2.192,27.02,-4.7
7.040,26.91,-2.545,27.03,-5.4
7.057,26.86,-2.869,27.02,-6.1
7.074,26.84,-3.166,27.03,-6.7
7.090,26.81,-3.427,27.03,-7.3
7.107,26.78,-3.640,27.03,-7.7
7.124,26.75,-3.819,27.02,-8.1
7.140,26.74,-3.953,27.03,-8.4
7.157,26.72,-4.044,27.02,-8.6
7.174,26.72,-4.084,27.03,-8.7
7.191,26.72,-4.085,27.03,-8.7
7.207,26.73,-4.034,27.03,-8.6
7.224,26.75,-3.937,27.03,-8.4
7.241,26.77,-3.793,27.03,-8.1
7.257,26.80,-3.610,27.04,-7.7
7.274,26.83,-3.378,27.04,-7.2
7.291,26.87,-3.114,27.05,-6.6
7.307,26.90,-2.809,27.04,-6.0
7.324,26.93,-2.478,27.04,-5.3
7.341,26.95,-2.111,27.04,-4.5
7.357,26.98,-1.733,27.03,-3.7
7.374,27.00,-1.337,27.04,-2.8
7.391,27.02,-0.903,27.03,-1.9
7.407,27.03,-0.477,27.04,-1.0
7.424,27.03,-5.065E-2,27.03,-0.1
7.441,27.03,0.365,27.03,0.8
7.457,27.01,0.786,27.03,1.7
7.474,27.00,1.204,27.03,2.6
7.491,26.97,1.585,27.02,3.4
7.508,26.95,1.948,27.02,4.1
7.524,26.91,2.299,27.01,4.9
7.541,26.88,2.599,27.01,5.5
7.558,26.84,2.868,27.00,6.1
7.574,26.82,3.118,27.00,6.6
7.591,26.80,3.316,27.00,7.1
7.608,26.77,3.477,27.00,7.4
7.624,26.76,3.589,26.99,7.6
7.641,26.73,3.664,26.98,7.8
7.658,26.74,3.686,26.99,7.8
