m = 6.07
t,x,y,r,θ
2.035,38.16,3.614,38.33,5.4
2.052,37.84,5.849,38.28,8.8
2.069,37.43,8.094,38.29,12.2
2.085,36.88,10.20,38.27,15.5
2.102,36.30,12.29,38.32,18.7
2.119,35.62,14.13,38.32,21.6
2.135,34.87,15.81,38.29,24.4
2.152,33.91,16.92,37.90,26.5
2.169,33.17,18.35,37.90,28.9
2.186,32.43,19.52,37.85,31.0
2.202,31.74,20.58,37.83,33.0
2.219,31.11,21.42,37.77,34.5
2.236,30.57,22.17,37.76,36.0
2.252,30.11,22.68,37.70,37.0
2.269,29.79,23.09,37.69,37.8
2.286,29.58,23.36,37.69,38.3
2.302,29.47,23.47,37.68,38.5
2.319,29.50,23.45,37.68,38.5
2.336,29.68,23.25,37.70,38.1
2.352,29.92,22.92,37.69,37.5
2.369,30.33,22.41,37.71,36.5
2.386,30.80,21.77,37.72,35.2
2.402,31.36,20.96,37.72,33.8
2.419,32.06,20.03,37.80,32.0
2.436,32.81,18.96,37.89,30.0
2.452,33.50,17.60,37.84,27.7
2.469,34.30,16.21,37.93,25.3
2.486,35.20,14.88,38.21,22.9
2.502,35.94,13.19,38.28,20.2
2.519,36.61,11.35,38.33,17.2
2.536,37.15,9.240,38.28,14.0
2.553,37.63,7.102,38.30,10.7
2.569,37.96,4.803,38.26,7.2
2.586,38.25,2.675,38.35,4.0
2.603,38.36,0.338,38.36,0.5
2.619,38.32,-2.000,38.37,-3.0
2.636,38.21,-4.228,38.44,-6.3
2.653,37.95,-6.426,38.49,-9.6
2.669,37.53,-8.662,38.52,-13.0
2.686,37.04,-10.70,38.55,-16.1
2.703,36.46,-12.65,38.59,-19.1
2.719,35.82,-14.47,38.63,-22.0
2.736,35.15,-16.22,38.71,-24.8
2.753,34.43,-17.79,38.76,-27.3
2.769,33.71,-19.23,38.81,-29.7
2.786,33.08,-20.42,38.87,-31.7
2.803,32.44,-21.50,38.91,-33.5
2.819,31.90,-22.37,38.96,-35.0
2.836,31.39,-23.15,39.00,-36.4
2.853,31.02,-23.71,39.05,-37.4
2.870,30.75,-24.09,39.06,-38.1
2.886,30.58,-24.31,39.06,-38.5
2.903,30.54,-24.38,39.08,-38.6
2.920,30.63,-24.25,39.07,-38.4
2.936,30.85,-23.95,39.06,-37.8
2.953,31.17,-23.49,39.03,-37.0
2.970,31.59,-22.84,38.98,-35.9
2.986,32.14,-22.02,38.95,-34.4
3.003,32.74,-20.97,38.88,-32.6
3.020,33.39,-19.86,38.85,-30.7
3.036,34.08,-18.50,38.78,-28.5
3.053,34.78,-17.02,38.72,-26.1
3.070,35.45,-15.40,38.65,-23.5
3.086,36.14,-13.61,38.62,-20.6
3.103,36.74,-11.73,38.57,-17.7
3.120,37.27,-9.711,38.52,-14.6
3.136,37.74,-7.540,38.48,-11.3
3.153,38.06,-5.379,38.44,-8.0
3.170,38.27,-3.135,38.40,-4.7
3.187,38.31,-0.928,38.32,-1.4
3.203,38.28,1.308,38.30,2.0
3.220,38.16,3.644,38.34,5.5
3.237,37.84,5.789,38.28,8.7
3.253,37.48,7.943,38.31,12.0
3.270,36.98,9.985,38.31,15.1
3.287,36.25,11.56,38.05,17.7
3.303,35.51,13.20,37.88,20.4
3.320,34.83,14.78,37.84,23.0
3.337,34.15,16.25,37.82,25.5
3.353,33.43,17.57,37.76,27.7
3.370,32.75,18.71,37.72,29.7
3.387,32.11,19.68,37.66,31.5
3.403,31.55,20.50,37.62,33.0
3.420,31.06,21.21,37.61,34.3
3.437,30.70,21.76,37.63,35.3
3.453,30.43,22.18,37.66,36.1
3.470,30.22,22.42,37.63,36.6
3.487,30.17,22.51,37.64,36.7
3.503,30.21,22.46,37.65,36.6
3.520,30.36,22.26,37.65,36.3
3.537,30.61,21.91,37.65,35.6
3.554,31.01,21.40,37.68,34.6
3.570,31.48,20.77,37.71,33.4
3.587,32.02,19.96,37.73,31.9
3.604,33.27,17.87,37.77,28.2
3.620,33.28,17.87,37.77,28.2
3.637,33.96,16.61,37.80,26.1
3.654,35.04,16.51,38.74,25.2
3.670,35.75,14.92,38.73,22.7
3.687,36.38,13.30,38.74,20.1
3.704,36.73,10.28,38.14,15.6
3.720,37.20,8.229,38.09,12.5
3.737,37.62,6.213,38.13,9.4
3.754,38.00,4.136,38.22,6.2
3.770,38.17,1.889,38.22,2.8
3.787,38.28,-0.287,38.28,-0.4
3.804,38.21,-2.479,38.29,-3.7
3.820,38.17,-4.517,38.43,-6.7
3.837,37.89,-6.622,38.47,-9.9
3.854,37.48,-8.753,38.49,-13.1
3.871,37.03,-10.68,38.54,-16.1
3.887,36.51,-12.55,38.60,-19.0
3.904,35.93,-14.26,38.65,-21.6
3.921,35.30,-15.86,38.70,-24.2
3.937,34.66,-17.33,38.75,-26.6
3.954,34.02,-18.65,38.80,-28.7
3.971,33.40,-19.83,38.84,-30.7
3.987,32.86,-20.79,38.88,-32.3
4.004,32.36,-21.60,38.91,-33.7
4.021,31.96,-22.28,38.96,-34.9
4.037,31.62,-22.77,38.96,-35.8
4.054,31.39,-23.17,39.02,-36.4
4.071,31.26,-23.31,39.00,-36.7
4.087,31.27,-23.31,39.00,-36.7
4.104,31.37,-23.15,38.99,-36.4
4.121,31.60,-22.83,38.98,-35.9
4.137,31.92,-22.32,38.96,-35.0
4.154,32.34,-21.65,38.92,-33.8
4.171,32.86,-20.78,38.88,-32.3
4.188,33.38,-19.80,38.81,-30.7
4.204,33.99,-18.67,38.78,-28.8
4.221,34.62,-17.35,38.72,-26.6
4.238,35.28,-15.82,38.66,-24.2
4.254,35.93,-14.22,38.64,-21.6
4.271,36.52,-12.47,38.59,-18.8
4.288,37.04,-10.61,38.53,-16.0
4.304,37.48,-8.699,38.48,-13.1
4.321,37.90,-6.597,38.47,-9.9
4.338,38.17,-4.519,38.44,-6.8
4.354,38.31,-2.375,38.39,-3.5
4.371,38.37,-0.197,38.37,-0.3
4.388,38.28,1.897,38.32,2.8
4.404,38.11,4.068,38.33,6.1
4.421,37.78,6.100,38.27,9.2
4.438,37.32,7.945,38.15,12.0
4.454,36.78,9.756,38.05,14.9
4.471,36.21,11.49,37.99,17.6
4.488,35.56,13.09,37.89,20.2
4.505,34.92,14.58,37.84,22.7
4.521,34.25,15.89,37.76,24.9
4.538,33.60,17.13,37.71,27.0
4.555,33.01,18.25,37.71,28.9
4.571,32.44,19.14,37.66,30.5
4.588,31.94,19.95,37.66,32.0
4.605,31.52,20.59,37.65,33.1
4.621,31.23,21.08,37.68,34.0
4.638,31.00,21.45,37.70,34.7
4.655,30.85,21.63,37.68,35.0
4.671,30.81,21.67,37.67,35.1
4.688,30.89,21.58,37.68,34.9
4.705,31.06,21.32,37.67,34.5
4.721,31.34,20.92,37.68,33.7
4.738,31.70,20.39,37.70,32.8
4.755,32.16,19.71,37.72,31.5
4.771,32.69,18.88,37.75,30.0
4.788,33.29,17.90,37.80,28.3
4.805,33.92,16.80,37.85,26.3
4.821,34.57,15.51,37.89,24.2
4.838,35.19,14.10,37.91,21.8
4.855,35.81,12.53,37.94,19.3
4.872,36.40,10.83,37.98,16.6
4.888,37.00,9.095,38.10,13.8
4.905,37.41,7.176,38.09,10.9
4.922,37.80,5.177,38.16,7.8
4.938,38.04,3.138,38.17,4.7
4.955,38.22,1.045,38.23,1.6
4.972,38.33,-0.961,38.34,-1.4
4.988,38.28,-3.038,38.40,-4.5
5.005,38.05,-5.137,38.40,-7.7
5.022,37.78,-7.138,38.45,-10.7
5.038,37.42,-9.058,38.50,-13.6
5.055,36.97,-10.89,38.55,-16.4
5.072,36.45,-12.65,38.59,-19.1
5.088,35.90,-14.32,38.65,-21.8
5.105,35.30,-15.80,38.68,-24.1
5.122,34.73,-17.14,38.73,-26.3
5.138,34.15,-18.35,38.77,-28.3
5.155,33.62,-19.42,38.82,-30.0
5.172,33.12,-20.29,38.85,-31.5
5.189,32.69,-21.03,38.87,-32.7
5.205,32.35,-21.63,38.92,-33.8
5.222,32.08,-22.06,38.93,-34.5
5.239,31.90,-22.31,38.93,-35.0
5.255,31.83,-22.39,38.92,-35.1
5.272,31.87,-22.36,38.93,-35.1
5.289,32.00,-22.13,38.90,-34.7
5.305,32.26,-21.72,38.89,-33.9
5.322,32.60,-21.14,38.86,-33.0
5.339,33.03,-20.43,38.83,-31.7
5.355,33.49,-19.56,38.78,-30.3
5.372,34.01,-18.53,38.73,-28.6
5.389,34.56,-17.39,38.69,-26.7
5.405,35.19,-15.97,38.65,-24.4
5.422,35.78,-14.54,38.62,-22.1
5.439,36.30,-12.98,38.56,-19.7
5.455,36.84,-11.25,38.52,-17.0
5.472,37.31,-9.396,38.48,-14.1
5.489,37.68,-7.514,38.42,-11.3
5.505,38.00,-5.515,38.40,-8.3
5.522,38.21,-3.500,38.37,-5.2
5.539,38.32,-1.432,38.34,-2.1
5.556,38.32,0.631,38.32,0.9
5.572,38.21,2.707,38.30,4.1
5.589,37.95,4.663,38.24,7.0
5.606,37.59,6.507,38.15,9.8
5.622,37.14,8.344,38.07,12.7
5.639,36.61,10.03,37.96,15.3
5.656,36.04,11.61,37.87,17.9
5.672,35.51,13.20,37.88,20.4
5.689,34.86,14.54,37.78,22.6
5.706,34.30,15.84,37.78,24.8
5.722,33.76,17.01,37.80,26.7
5.739,33.18,17.97,37.74,28.4
5.756,32.68,18.84,37.72,30.0
5.772,32.29,19.54,37.74,31.2
5.789,31.96,20.13,37.77,32.2
5.806,31.64,20.52,37.71,33.0
5.822,31.48,20.79,37.73,33.4
5.839,31.38,20.90,37.71,33.7
5.856,31.41,20.89,37.72,33.6
5.873,31.53,20.71,37.72,33.3
5.889,31.74,20.41,37.74,32.7
5.906,32.05,19.97,37.77,31.9
5.923,32.42,19.36,37.76,30.8
5.939,32.87,18.59,37.77,29.5
5.956,33.38,17.71,37.79,27.9
5.973,34.53,15.55,37.87,24.2
5.989,34.54,15.55,37.88,24.2
6.006,35.13,14.22,37.90,22.0
6.023,36.14,14.10,38.80,21.3
6.039,36.69,12.53,38.77,18.9
6.056,37.20,10.93,38.77,16.4
6.073,37.26,7.745,38.06,11.7
6.089,37.67,5.906,38.13,8.9
6.106,37.94,3.929,38.15,5.9
6.123,38.15,1.960,38.20,2.9
6.139,38.24,-7.448E-2,38.24,-0.1
6.156,38.21,-2.067,38.27,-3.1
6.173,38.17,-3.993,38.38,-6.0
6.190,37.99,-5.865,38.44,-8.8
6.206,37.69,-7.793,38.49,-11.7
6.223,37.30,-9.570,38.50,-14.4
6.240,36.88,-11.28,38.56,-17.0
6.256,36.35,-12.97,38.59,-19.6
6.273,35.81,-14.44,38.62,-22.0
6.290,35.30,-15.81,38.68,-24.1
6.306,34.75,-17.04,38.71,-26.1
6.323,34.24,-18.17,38.76,-28.0
6.340,33.77,-19.10,38.80,-29.5
6.356,33.35,-19.89,38.83,-30.8
6.373,33.01,-20.46,38.83,-31.8
6.390,32.69,-20.97,38.84,-32.7
6.406,32.51,-21.32,38.88,-33.3
6.423,32.40,-21.48,38.87,-33.5
6.440,32.39,-21.47,38.86,-33.5
6.456,32.49,-21.32,38.86,-33.3
6.473,32.67,-21.01,38.84,-32.7
6.490,32.91,-20.55,38.79,-32.0
6.506,33.29,-19.89,38.78,-30.9
6.523,33.69,-19.11,38.74,-29.6
6.540,34.14,-18.23,38.70,-28.1
6.557,34.66,-17.12,38.65,-26.3
6.573,35.18,-15.88,38.60,-24.3
6.590,35.71,-14.55,38.56,-22.2
6.607,36.25,-13.05,38.53,-19.8
6.623,36.75,-11.47,38.50,-17.3
6.640,37.20,-9.747,38.46,-14.7
6.657,37.59,-7.970,38.42,-12.0
6.673,37.90,-6.094,38.39,-9.1
6.690,38.15,-4.135,38.38,-6.2
6.707,38.26,-2.215,38.33,-3.3
6.723,38.33,-0.222,38.33,-0.3
6.740,38.25,1.768,38.29,2.6
6.757,38.09,3.683,38.27,5.5
6.773,37.88,5.677,38.31,8.5
6.790,37.57,7.534,38.32,11.3
6.807,37.16,9.274,38.30,14.0
6.823,36.72,10.97,38.33,16.6
6.840,36.09,12.30,38.13,18.8
6.857,35.57,13.72,38.12,21.1
6.874,34.93,14.89,37.97,23.1
6.890,34.39,16.07,37.96,25.0
6.907,33.87,17.07,37.92,26.7
6.924,33.38,17.94,37.89,28.3
6.940,32.96,18.66,37.88,29.5
6.957,32.59,19.25,37.85,30.6
6.974,32.30,19.69,37.83,31.4
6.990,32.10,20.05,37.85,32.0
7.007,32.01,20.22,37.87,32.3
7.024,31.97,20.26,37.85,32.4
7.040,32.04,20.16,37.86,32.2
7.057,32.23,19.90,37.88,31.7
7.074,32.45,19.50,37.86,31.0
7.090,32.78,19.00,37.89,30.1
7.107,33.18,18.30,37.89,28.9
7.124,33.64,17.51,37.92,27.5
7.140,34.14,16.53,37.93,25.8
7.157,34.68,15.46,37.97,24.0
7.174,35.24,14.26,38.02,22.0
7.191,35.81,12.95,38.08,19.9
7.207,36.35,11.46,38.11,17.5
7.224,36.85,9.849,38.14,15.0
7.241,37.32,8.206,38.21,12.4
7.257,37.73,6.516,38.29,9.8
7.274,38.05,4.676,38.33,7.0
7.291,38.26,2.810,38.37,4.2
7.307,38.38,0.837,38.39,1.2
7.324,38.38,-1.126,38.40,-1.7
7.341,38.32,-3.019,38.44,-4.5
7.357,38.17,-4.881,38.48,-7.3
7.374,37.90,-6.732,38.49,-10.1
7.391,37.58,-8.483,38.52,-12.7
7.407,37.21,-10.18,38.57,-15.3
7.424,36.73,-11.81,38.58,-17.8
7.441,36.25,-13.28,38.60,-20.1
7.457,35.72,-14.68,38.62,-22.3
7.474,35.24,-15.88,38.65,-24.3
7.491,34.78,-16.99,38.70,-26.0
7.508,34.31,-17.98,38.73,-27.7
7.524,33.91,-18.72,38.73,-28.9
7.541,33.54,-19.43,38.76,-30.1
7.558,33.24,-19.98,38.79,-31.0
7.574,33.04,-20.32,38.79,-31.6
7.591,32.90,-20.50,38.77,-31.9
7.608,32.88,-20.58,38.79,-32.0
7.624,32.93,-20.47,38.78,-31.9
7.641,33.07,-20.19,38.75,-31.4
7.658,33.28,-19.80,38.72,-30.7
7.674,33.60,-19.21,38.70,-29.8
7.691,33.95,-18.53,38.68,-28.6
7.708,34.35,-17.70,38.65,-27.3
7.724,34.81,-16.69,38.60,-25.6
7.741,35.28,-15.56,38.56,-23.8
7.758,35.78,-14.32,38.54,-21.8
7.774,36.27,-12.94,38.51,-19.6
7.791,36.72,-11.45,38.47,-17.3
7.808,37.16,-9.862,38.44,-14.9
7.824,37.52,-8.144,38.39,-12.2
7.841,37.84,-6.401,38.38,-9.6
7.858,38.09,-4.533,38.36,-6.8
7.875,38.26,-2.651,38.35,-4.0
7.891,38.31,-0.779,38.32,-1.2
7.908,38.31,1.164,38.33,1.7
7.925,38.21,3.021,38.32,4.5
7.941,37.99,4.898,38.31,7.3
7.958,37.73,6.690,38.32,10.1
7.975,37.27,8.203,38.16,12.4
7.991,36.84,9.799,38.12,14.9
8.008,36.35,11.30,38.07,17.3
8.025,35.83,12.66,38.00,19.5
8.041,35.31,13.92,37.95,21.5
8.058,34.77,15.06,37.89,23.4
8.075,34.30,16.11,37.89,25.2
8.091,33.85,17.04,37.90,26.7
8.108,33.50,17.85,37.96,28.0
8.125,33.11,18.46,37.91,29.1
8.141,32.86,18.97,37.94,30.0
8.158,32.66,19.32,37.95,30.6
8.175,32.52,19.58,37.96,31.0
8.192,32.48,19.62,37.95,31.1
8.208,32.53,19.57,37.96,31.0
8.225,32.66,19.34,37.95,30.6
8.242,32.87,19.00,37.97,30.0
