m = 22.15
t,x,y,r,θ
1.885,19.56,17.87,26.49,42.4
1.902,18.54,18.92,26.49,45.6
1.919,17.66,19.78,26.51,48.2
1.935,16.92,20.43,26.53,50.4
1.952,16.34,20.90,26.53,52.0
1.969,15.95,21.20,26.53,53.0
1.985,15.76,21.32,26.51,53.5
2.002,15.79,21.30,26.52,53.4
2.019,16.04,21.12,26.52,52.8
2.035,16.48,20.79,26.53,51.6
2.052,17.11,20.27,26.52,49.8
2.069,17.91,19.57,26.53,47.5
2.085,18.84,18.66,26.52,44.7
2.102,19.89,17.53,26.51,41.4
2.119,21.00,16.16,26.50,37.6
2.135,22.12,14.59,26.50,33.4
2.152,23.21,12.78,26.50,28.8
2.169,24.21,10.76,26.49,24.0
2.186,25.08,8.536,26.49,18.8
2.202,25.78,6.134,26.50,13.4
2.219,26.26,3.627,26.51,7.9
2.236,26.51,1.014,26.52,2.2
2.252,26.50,-1.623,26.55,-3.5
2.269,26.24,-4.210,26.57,-9.1
2.286,25.76,-6.654,26.60,-14.5
2.302,25.07,-9.028,26.65,-19.8
2.319,24.21,-11.17,26.66,-24.8
2.336,23.24,-13.15,26.70,-29.5
2.352,22.19,-14.94,26.75,-33.9
2.369,21.11,-16.46,26.77,-37.9
2.386,20.03,-17.78,26.78,-41.6
2.402,19.03,-18.86,26.79,-44.7
2.419,18.13,-19.74,26.80,-47.4
2.436,17.35,-20.44,26.82,-49.7
2.452,16.74,-20.95,26.81,-51.4
2.469,16.31,-21.30,26.83,-52.5
2.486,16.07,-21.46,26.81,-53.2
2.502,16.03,-21.49,26.81,-53.3
2.519,16.20,-21.36,26.81,-52.8
2.536,16.56,-21.08,26.80,-51.8
2.553,17.11,-20.62,26.79,-50.3
2.569,17.83,-19.99,26.78,-48.3
2.586,18.70,-19.17,26.78,-45.7
2.603,19.68,-18.11,26.74,-42.6
2.619,20.74,-16.88,26.74,-39.1
2.636,21.82,-15.37,26.69,-35.2
2.653,22.89,-13.71,26.69,-30.9
2.669,23.91,-11.79,26.65,-26.3
2.686,24.79,-9.695,26.62,-21.4
2.703,25.54,-7.377,26.58,-16.1
2.719,26.10,-4.978,26.57,-10.8
2.736,26.42,-2.486,26.54,-5.4
2.753,26.52,5.800E-2,26.52,0.1
2.769,26.37,2.603,26.49,5.6
2.786,25.99,5.097,26.49,11.1
2.803,25.40,7.478,26.48,16.4
2.819,24.63,9.689,26.47,21.5
2.836,23.72,11.75,26.47,26.3
2.853,22.72,13.58,26.47,30.9
2.870,21.68,15.21,26.48,35.0
2.886,20.63,16.64,26.50,38.9
2.903,19.61,17.82,26.50,42.3
2.920,18.68,18.81,26.51,45.2
2.936,17.87,19.59,26.52,47.6
2.953,17.22,20.18,26.53,49.5
2.970,16.72,20.60,26.53,50.9
2.986,16.42,20.84,26.54,51.8
3.003,16.31,20.94,26.54,52.1
3.020,16.42,20.86,26.55,51.8
3.036,16.71,20.61,26.54,51.0
3.053,17.19,20.21,26.53,49.6
3.070,17.85,19.62,26.53,47.7
3.086,18.67,18.84,26.52,45.3
3.103,19.60,17.84,26.51,42.3
3.120,20.63,16.63,26.50,38.9
3.136,21.70,15.21,26.50,35.0
3.153,22.76,13.54,26.49,30.8
3.170,23.76,11.70,26.48,26.2
3.187,24.67,9.626,26.48,21.3
3.203,25.44,7.391,26.49,16.2
3.220,26.02,5.006,26.50,10.9
3.237,26.40,2.517,26.52,5.4
3.253,26.53,-2.287E-2,26.53,-0.0
3.270,26.44,-2.536,26.56,-5.5
3.287,26.12,-5.020,26.60,-10.9
3.303,25.59,-7.366,26.63,-16.1
3.320,24.88,-9.576,26.66,-21.0
3.337,24.03,-11.63,26.69,-25.8
3.353,23.07,-13.45,26.70,-30.2
3.370,22.05,-15.11,26.73,-34.4
3.387,21.03,-16.54,26.75,-38.2
3.403,20.04,-17.73,26.76,-41.5
3.420,19.14,-18.73,26.78,-44.4
3.437,18.33,-19.53,26.79,-46.8
3.453,17.66,-20.15,26.80,-48.8
3.470,17.15,-20.59,26.80,-50.2
3.487,16.83,-20.86,26.80,-51.1
3.503,16.68,-20.97,26.79,-51.5
3.520,16.73,-20.93,26.80,-51.4
3.537,16.97,-20.73,26.79,-50.7
3.554,17.39,-20.37,26.78,-49.5
3.570,17.99,-19.83,26.77,-47.8
3.587,18.73,-19.12,26.77,-45.6
3.604,19.60,-18.20,26.75,-42.9
3.620,20.57,-17.08,26.74,-39.7
3.637,21.58,-15.74,26.71,-36.1
3.654,22.60,-14.20,26.69,-32.1
3.670,23.59,-12.45,26.67,-27.8
3.687,24.50,-10.48,26.65,-23.1
3.704,25.28,-8.332,26.61,-18.2
3.720,25.89,-6.047,26.59,-13.1
3.737,26.31,-3.666,26.56,-7.9
3.754,26.51,-1.212,26.53,-2.6
3.770,26.48,1.269,26.51,2.7
3.787,26.22,3.724,26.49,8.1
3.804,25.76,6.103,26.48,13.3
3.820,25.12,8.336,26.47,18.4
3.837,24.32,10.44,26.47,23.2
3.854,23.41,12.36,26.47,27.8
3.871,22.43,14.07,26.47,32.1
3.887,21.43,15.57,26.48,36.0
3.904,20.44,16.86,26.50,39.5
3.921,19.51,17.94,26.51,42.6
3.937,18.68,18.82,26.51,45.2
3.954,17.98,19.51,26.53,47.3
3.971,17.43,20.02,26.54,48.9
3.987,17.05,20.34,26.54,50.0
4.004,16.85,20.49,26.53,50.6
4.021,16.86,20.48,26.53,50.5
4.037,17.05,20.33,26.53,50.0
4.054,17.44,20.00,26.53,48.9
4.071,17.99,19.50,26.53,47.3
4.087,18.71,18.80,26.52,45.1
4.104,19.55,17.89,26.50,42.5
4.121,20.50,16.79,26.50,39.3
4.137,21.50,15.47,26.49,35.7
4.154,22.51,13.92,26.47,31.7
4.171,23.50,12.17,26.47,27.4
4.188,24.41,10.22,26.46,22.7
4.204,25.20,8.113,26.47,17.8
4.221,25.82,5.826,26.47,12.7
4.238,26.27,3.438,26.49,7.5
4.254,26.50,0.989,26.52,2.1
4.271,26.51,-1.479,26.55,-3.2
4.288,26.28,-3.896,26.57,-8.4
4.304,25.86,-6.226,26.60,-13.5
4.321,25.26,-8.443,26.63,-18.5
4.338,24.51,-10.53,26.67,-23.2
4.354,23.63,-12.40,26.69,-27.7
4.371,22.70,-14.08,26.71,-31.8
4.388,21.73,-15.56,26.73,-35.6
4.404,20.78,-16.83,26.74,-39.0
4.421,19.88,-17.91,26.75,-42.0
4.438,19.07,-18.77,26.76,-44.6
4.454,18.38,-19.46,26.76,-46.6
4.471,17.83,-19.96,26.76,-48.2
4.488,17.45,-20.27,26.75,-49.3
4.505,17.24,-20.44,26.74,-49.9
4.521,17.21,-20.46,26.74,-49.9
4.538,17.38,-20.32,26.74,-49.5
4.555,17.72,-20.02,26.73,-48.5
4.571,18.23,-19.55,26.73,-47.0
4.588,18.89,-18.91,26.73,-45.0
4.605,19.67,-18.06,26.71,-42.5
4.621,20.57,-17.03,26.70,-39.6
4.638,21.51,-15.78,26.67,-36.3
4.655,22.49,-14.34,26.67,-32.5
4.671,23.43,-12.70,26.65,-28.5
4.688,24.33,-10.83,26.63,-24.0
4.705,25.10,-8.806,26.60,-19.3
4.721,25.73,-6.648,26.58,-14.5
4.738,26.19,-4.358,26.55,-9.4
4.755,26.44,-2.000,26.52,-4.3
4.771,26.49,0.423,26.50,0.9
4.788,26.33,2.815,26.48,6.1
4.805,25.95,5.171,26.46,11.3
4.821,25.39,7.411,26.45,16.3
4.838,24.68,9.516,26.45,21.1
4.855,23.85,11.45,26.45,25.6
4.872,22.93,13.20,26.46,29.9
4.888,21.98,14.74,26.47,33.8
4.905,21.04,16.11,26.50,37.5
4.922,20.13,17.24,26.51,40.6
4.938,19.31,18.17,26.51,43.3
4.955,18.60,18.92,26.53,45.5
4.972,18.03,19.48,26.54,47.2
4.988,17.63,19.86,26.55,48.4
5.005,17.39,20.05,26.54,49.1
5.022,17.33,20.10,26.54,49.2
5.038,17.48,19.99,26.55,48.8
5.055,17.79,19.71,26.55,47.9
5.072,18.28,19.24,26.54,46.5
5.088,18.99,18.56,26.55,44.3
5.105,19.74,17.75,26.55,42.0
5.122,20.56,16.74,26.51,39.1
5.138,21.51,15.47,26.49,35.7
5.155,22.47,13.99,26.47,31.9
5.172,23.42,12.33,26.47,27.8
5.189,24.29,10.47,26.45,23.3
5.205,25.07,8.419,26.45,18.6
5.222,25.71,6.241,26.46,13.6
5.239,26.17,3.929,26.47,8.5
5.255,26.45,1.556,26.49,3.4
5.272,26.51,-0.852,26.52,-1.8
5.289,26.35,-3.209,26.54,-6.9
5.305,25.99,-5.516,26.57,-12.0
5.322,25.46,-7.719,26.60,-16.9
5.339,24.77,-9.755,26.62,-21.5
5.355,23.97,-11.65,26.65,-25.9
5.372,23.10,-13.35,26.68,-30.0
5.389,22.18,-14.84,26.68,-33.8
5.405,21.28,-16.13,26.70,-37.2
5.422,20.41,-17.22,26.70,-40.1
5.439,19.62,-18.11,26.70,-42.7
5.455,18.95,-18.82,26.71,-44.8
5.472,18.41,-19.36,26.71,-46.4
5.489,18.02,-19.71,26.71,-47.6
5.505,17.80,-19.91,26.70,-48.2
5.522,17.74,-19.95,26.70,-48.4
5.539,17.87,-19.84,26.70,-48.0
5.556,18.16,-19.57,26.70,-47.1
5.572,18.61,-19.14,26.69,-45.8
5.589,19.21,-18.53,26.69,-44.0
5.606,19.93,-17.74,26.68,-41.7
5.622,20.76,-16.75,26.67,-38.9
5.639,21.64,-15.58,26.66,-35.7
5.656,22.55,-14.21,26.65,-32.2
5.672,23.47,-12.62,26.64,-28.3
5.689,24.31,-10.87,26.63,-24.1
5.706,25.05,-8.903,26.59,-19.6
5.722,25.68,-6.822,26.57,-14.9
5.739,26.14,-4.615,26.54,-10.0
5.756,26.41,-2.299,26.51,-5.0
5.772,26.49,4.524E-2,26.49,0.1
5.789,26.36,2.381,26.47,5.2
5.806,26.04,4.672,26.46,10.2
5.822,25.54,6.875,26.45,15.1
5.839,24.88,8.953,26.44,19.8
5.856,24.11,10.86,26.44,24.3
5.873,23.25,12.62,26.45,28.5
5.889,22.34,14.16,26.45,32.4
5.906,21.43,15.54,26.47,35.9
5.923,20.56,16.71,26.50,39.1
5.939,19.77,17.68,26.52,41.8
5.956,19.08,18.45,26.54,44.0
5.973,18.52,19.03,26.55,45.8
5.989,18.11,19.43,26.56,47.0
6.006,17.86,19.65,26.55,47.7
6.023,17.78,19.70,26.54,47.9
6.039,17.90,19.59,26.53,47.6
6.056,18.19,19.33,26.54,46.7
6.073,18.64,18.88,26.54,45.4
6.089,19.24,18.25,26.52,43.5
6.106,19.97,17.43,26.51,41.1
6.123,20.80,16.40,26.49,38.3
6.139,21.69,15.18,26.47,35.0
6.156,22.61,13.75,26.46,31.3
6.173,23.51,12.13,26.46,27.3
6.190,24.35,10.31,26.45,22.9
6.206,25.11,8.341,26.46,18.4
6.223,25.72,6.200,26.46,13.6
6.240,26.18,3.970,26.48,8.6
6.256,26.45,1.663,26.50,3.6
6.273,26.51,-0.674,26.52,-1.5
6.290,26.38,-2.990,26.55,-6.5
6.306,26.05,-5.215,26.56,-11.3
6.323,25.56,-7.358,26.60,-16.1
6.340,24.92,-9.343,26.62,-20.6
6.356,24.18,-11.20,26.65,-24.8
6.373,23.36,-12.86,26.66,-28.8
6.390,22.50,-14.33,26.68,-32.5
6.406,21.64,-15.61,26.69,-35.8
6.423,20.82,-16.69,26.68,-38.7
6.440,20.08,-17.58,26.69,-41.2
6.456,19.43,-18.29,26.68,-43.3
6.473,18.91,-18.84,26.69,-44.9
6.490,18.53,-19.20,26.69,-46.0
6.506,18.30,-19.40,26.67,-46.7
6.523,18.24,-19.45,26.67,-46.8
6.540,18.35,-19.35,26.67,-46.5
6.557,18.63,-19.09,26.67,-45.7
6.573,19.05,-18.66,26.67,-44.4
6.590,19.61,-18.06,26.66,-42.6
6.607,20.31,-17.28,26.67,-40.4
6.623,21.07,-16.31,26.65,-37.7
6.640,21.92,-15.18,26.66,-34.7
6.657,22.78,-13.83,26.65,-31.3
6.673,23.63,-12.27,26.62,-27.4
6.690,24.44,-10.55,26.62,-23.3
6.707,25.14,-8.657,26.59,-19.0
6.723,25.73,-6.635,26.58,-14.5
6.740,26.17,-4.469,26.55,-9.7
6.757,26.43,-2.242,26.52,-4.8
6.773,26.50,3.096E-2,26.50,0.1
6.790,26.38,2.309,26.48,5.0
6.807,26.07,4.535,26.46,9.9
6.823,25.60,6.686,26.45,14.6
6.840,24.97,8.711,26.45,19.2
6.857,24.23,10.58,26.44,23.6
6.874,23.41,12.30,26.44,27.7
6.890,22.55,13.81,26.44,31.5
6.907,21.70,15.15,26.47,34.9
6.924,20.87,16.30,26.48,38.0
6.940,20.11,17.25,26.49,40.6
6.957,19.45,18.01,26.50,42.8
6.974,18.92,18.59,26.52,44.5
6.990,18.54,18.98,26.53,45.7
7.007,18.30,19.21,26.53,46.4
7.024,18.25,19.26,26.53,46.5
7.040,18.37,19.14,26.53,46.2
