m = 72.36
t,x,y,r,θ
2.035,26.88,3.611,27.12,7.7
2.052,26.92,3.319,27.13,7.0
2.069,26.96,2.987,27.13,6.3
2.085,27.01,2.619,27.13,5.5
2.102,27.04,2.218,27.13,4.7
2.119,27.08,1.789,27.14,3.8
2.135,27.10,1.334,27.14,2.8
2.152,27.12,0.863,27.13,1.8
2.169,27.14,0.378,27.14,0.8
2.186,27.14,-0.112,27.14,-0.2
2.202,27.14,-0.602,27.15,-1.3
2.219,27.13,-1.079,27.15,-2.3
2.236,27.11,-1.545,27.15,-3.3
2.252,27.08,-2.000,27.16,-4.2
2.269,27.05,-2.436,27.16,-5.1
2.286,27.01,-2.834,27.16,-6.0
2.302,26.97,-3.213,27.16,-6.8
2.319,26.93,-3.555,27.17,-7.5
2.336,26.89,-3.849,27.17,-8.1
2.352,26.85,-4.113,27.16,-8.7
2.369,26.82,-4.324,27.17,-9.2
2.386,26.80,-4.491,27.17,-9.5
2.402,26.78,-4.607,27.17,-9.8
2.419,26.76,-4.672,27.16,-9.9
2.436,26.76,-4.690,27.16,-9.9
2.452,26.76,-4.663,27.16,-9.9
2.469,26.77,-4.567,27.16,-9.7
2.486,26.79,-4.441,27.15,-9.4
2.503,26.82,-4.254,27.15,-9.0
2.519,26.85,-4.027,27.15,-8.5
2.536,26.89,-3.749,27.15,-7.9
2.553,26.93,-3.429,27.14,-7.3
2.569,26.97,-3.079,27.14,-6.5
2.586,27.01,-2.688,27.14,-5.7
2.603,27.04,-2.271,27.14,-4.8
2.619,27.07,-1.832,27.13,-3.9
2.636,27.10,-1.374,27.13,-2.9
2.653,27.10,-0.898,27.12,-1.9
2.669,27.11,-0.413,27.12,-0.9
2.686,27.11,6.948E-2,27.11,0.1
2.703,27.10,0.553,27.11,1.2
2.719,27.08,1.027,27.10,2.2
2.736,27.06,1.495,27.10,3.2
2.753,27.04,1.927,27.11,4.1
2.769,27.00,2.344,27.10,5.0
2.786,26.96,2.722,27.10,5.8
2.803,26.92,3.072,27.10,6.5
2.819,26.88,3.379,27.09,7.2
2.836,26.84,3.649,27.08,7.7
2.853,26.81,3.871,27.09,8.2
2.870,26.79,4.042,27.09,8.6
2.886,26.78,4.171,27.10,8.9
2.903,26.76,4.247,27.10,9.0
2.920,26.77,4.267,27.10,9.1
2.936,26.77,4.241,27.10,9.0
2.953,26.79,4.157,27.11,8.8
2.970,26.80,4.030,27.10,8.6
2.986,26.84,3.847,27.11,8.2
3.003,26.87,3.625,27.11,7.7
3.020,26.91,3.359,27.12,7.1
3.036,26.95,3.053,27.12,6.5
3.053,26.99,2.709,27.12,5.7
3.070,27.03,2.325,27.13,4.9
3.086,27.07,1.917,27.13,4.1
3.103,27.10,1.470,27.14,3.1
3.120,27.12,1.025,27.14,2.2
3.136,27.14,0.561,27.14,1.2
3.153,27.14,9.237E-2,27.14,0.2
3.170,27.15,-0.387,27.15,-0.8
3.187,27.14,-0.858,27.15,-1.8
3.203,27.12,-1.323,27.15,-2.8
3.220,27.10,-1.769,27.16,-3.7
3.237,27.07,-2.197,27.16,-4.6
3.253,27.03,-2.610,27.16,-5.5
3.270,27.00,-2.988,27.17,-6.3
3.287,26.96,-3.340,27.17,-7.1
3.303,26.92,-3.645,27.16,-7.7
3.320,26.88,-3.915,27.16,-8.3
3.337,26.85,-4.138,27.16,-8.8
3.353,26.82,-4.318,27.17,-9.1
3.370,26.80,-4.453,27.16,-9.4
3.387,26.79,-4.531,27.17,-9.6
3.403,26.78,-4.571,27.17,-9.7
3.420,26.79,-4.563,27.17,-9.7
3.437,26.80,-4.492,27.18,-9.5
3.453,26.82,-4.377,27.17,-9.3
3.470,26.84,-4.220,27.17,-8.9
3.487,26.87,-4.017,27.17,-8.5
3.504,26.91,-3.760,27.17,-8.0
3.520,26.95,-3.467,27.17,-7.3
3.537,26.98,-3.137,27.16,-6.6
3.554,27.02,-2.766,27.16,-5.8
3.570,27.04,-2.370,27.15,-5.0
3.587,27.08,-1.953,27.15,-4.1
3.604,27.10,-1.508,27.14,-3.2
3.620,27.11,-1.046,27.13,-2.2
3.637,27.11,-0.583,27.12,-1.2
3.654,27.11,-0.111,27.12,-0.2
3.670,27.11,0.363,27.11,0.8
3.687,27.10,0.829,27.11,1.8
3.704,27.09,1.286,27.12,2.7
3.720,27.05,1.717,27.11,3.6
3.737,27.03,2.135,27.11,4.5
3.754,26.99,2.520,27.11,5.3
3.770,26.96,2.876,27.11,6.1
3.787,26.92,3.198,27.11,6.8
3.804,26.88,3.478,27.11,7.4
3.820,26.84,3.721,27.10,7.9
3.837,26.82,3.913,27.11,8.3
3.854,26.80,4.049,27.11,8.6
3.871,26.79,4.149,27.11,8.8
3.887,26.78,4.190,27.11,8.9
3.904,26.79,4.177,27.11,8.9
3.921,26.79,4.122,27.11,8.7
3.937,26.82,4.014,27.12,8.5
3.954,26.84,3.859,27.12,8.2
3.971,26.91,3.410,27.13,7.2
3.987,26.91,3.413,27.13,7.2
4.004,26.94,3.129,27.13,6.6
4.021,26.99,2.795,27.13,5.9
4.037,27.03,2.443,27.14,5.2
4.054,27.06,2.046,27.14,4.3
4.071,27.09,1.635,27.14,3.5
4.087,27.11,1.200,27.14,2.5
4.104,27.13,0.749,27.14,1.6
4.121,27.14,0.288,27.15,0.6
4.137,27.15,-0.171,27.15,-0.4
4.154,27.14,-0.641,27.15,-1.4
4.171,27.13,-1.090,27.15,-2.3
4.188,27.11,-1.546,27.15,-3.3
4.204,27.09,-1.977,27.16,-4.2
4.221,27.05,-2.384,27.16,-5.0
4.238,27.02,-2.764,27.16,-5.8
4.254,26.98,-3.115,27.16,-6.6
4.271,26.94,-3.434,27.16,-7.3
4.288,26.90,-3.714,27.16,-7.9
4.304,26.88,-3.948,27.17,-8.4
4.321,26.85,-4.148,27.17,-8.8
4.338,26.83,-4.305,27.17,-9.1
4.354,26.81,-4.416,27.17,-9.4
4.371,26.80,-4.476,27.17,-9.5
4.388,26.80,-4.480,27.17,-9.5
4.404,26.81,-4.439,27.17,-9.4
4.421,26.82,-4.350,27.17,-9.2
4.438,26.84,-4.205,27.16,-8.9
4.454,26.85,-4.024,27.15,-8.5
4.471,26.89,-3.795,27.16,-8.0
4.488,26.92,-3.529,27.15,-7.5
4.505,26.96,-3.218,27.15,-6.8
4.521,26.99,-2.872,27.15,-6.1
4.538,27.03,-2.490,27.14,-5.3
4.555,27.05,-2.093,27.13,-4.4
4.571,27.08,-1.674,27.13,-3.5
4.588,27.10,-1.235,27.13,-2.6
4.605,27.10,-0.775,27.12,-1.6
4.621,27.11,-0.322,27.11,-0.7
4.638,27.11,0.144,27.11,0.3
4.655,27.10,0.602,27.11,1.3
4.671,27.09,1.056,27.11,2.2
4.688,27.06,1.483,27.11,3.1
4.705,27.04,1.895,27.10,4.0
4.721,27.00,2.287,27.10,4.8
4.738,26.97,2.636,27.09,5.6
4.755,26.93,2.967,27.09,6.3
4.771,26.91,3.253,27.10,6.9
4.788,26.87,3.501,27.10,7.4
4.805,26.84,3.703,27.10,7.9
4.821,26.83,3.860,27.10,8.2
4.838,26.80,3.969,27.10,8.4
4.855,26.80,4.028,27.10,8.5
4.872,26.81,4.039,27.11,8.6
4.888,26.82,4.007,27.12,8.5
4.905,26.83,3.923,27.11,8.3
4.922,26.85,3.791,27.12,8.0
4.938,26.87,3.612,27.12,7.7
4.955,26.90,3.387,27.12,7.2
4.972,26.94,3.127,27.12,6.6
4.988,26.98,2.823,27.13,6.0
5.005,27.02,2.489,27.13,5.3
5.022,27.05,2.120,27.13,4.5
5.038,27.08,1.723,27.13,3.6
5.055,27.11,1.316,27.14,2.8
5.072,27.13,0.879,27.15,1.9
5.088,27.15,0.444,27.15,0.9
5.105,27.15,-1.090E-2,27.15,-0.0
5.122,27.15,-0.462,27.15,-1.0
5.138,27.14,-0.918,27.16,-1.9
5.155,27.12,-1.354,27.15,-2.9
5.172,27.10,-1.786,27.16,-3.8
5.189,27.08,-2.198,27.17,-4.6
5.205,27.04,-2.588,27.17,-5.5
5.222,27.01,-2.944,27.17,-6.2
5.239,26.97,-3.264,27.17,-6.9
5.255,26.94,-3.558,27.18,-7.5
5.272,26.91,-3.802,27.17,-8.0
5.289,26.88,-4.014,27.18,-8.5
5.305,26.85,-4.177,27.17,-8.8
5.322,26.83,-4.293,27.17,-9.1
5.339,26.82,-4.362,27.17,-9.2
5.355,26.81,-4.389,27.17,-9.3
5.372,26.81,-4.368,27.17,-9.3
5.389,26.83,-4.303,27.17,-9.1
5.405,26.84,-4.189,27.16,-8.9
5.422,26.86,-4.020,27.16,-8.5
5.439,26.89,-3.815,27.16,-8.1
5.455,26.92,-3.566,27.15,-7.5
5.472,26.95,-3.283,27.15,-6.9
5.489,26.98,-2.956,27.14,-6.3
5.506,27.02,-2.604,27.14,-5.5
5.522,27.05,-2.219,27.14,-4.7
5.539,27.08,-1.808,27.14,-3.8
5.556,27.09,-1.381,27.13,-2.9
5.572,27.11,-0.941,27.12,-2.0
5.589,27.11,-0.495,27.12,-1.0
5.606,27.11,-4.338E-2,27.11,-0.1
5.622,27.11,0.408,27.11,0.9
5.639,27.09,0.847,27.11,1.8
5.656,27.07,1.280,27.10,2.7
5.672,27.05,1.684,27.10,3.6
5.689,27.02,2.075,27.10,4.4
5.706,26.99,2.430,27.10,5.1
5.722,26.96,2.762,27.10,5.8
5.739,26.93,3.053,27.10,6.5
5.756,26.89,3.316,27.10,7.0
5.772,26.87,3.532,27.10,7.5
5.789,26.85,3.706,27.10,7.9
5.806,26.84,3.836,27.11,8.1
5.822,26.83,3.913,27.11,8.3
5.839,26.82,3.943,27.11,8.4
5.856,26.82,3.931,27.11,8.3
5.873,26.82,3.873,27.10,8.2
5.889,26.84,3.760,27.10,8.0
5.906,26.87,3.598,27.11,7.6
5.923,26.90,3.402,27.12,7.2
5.939,26.93,3.171,27.12,6.7
5.956,26.98,2.880,27.13,6.1
5.973,27.00,2.570,27.12,5.4
5.989,27.03,2.226,27.13,4.7
6.006,27.07,1.855,27.13,3.9
6.023,27.10,1.449,27.14,3.1
6.039,27.12,1.039,27.14,2.2
6.056,27.13,0.608,27.14,1.3
6.073,27.14,0.174,27.14,0.4
6.089,27.14,-0.285,27.15,-0.6
6.106,27.14,-0.718,27.15,-1.5
6.123,27.13,-1.150,27.15,-2.4
6.139,27.11,-1.577,27.15,-3.3
6.156,27.08,-1.992,27.16,-4.2
6.173,27.05,-2.378,27.16,-5.0
6.190,27.02,-2.738,27.16,-5.8
6.206,26.99,-3.070,27.16,-6.5
6.223,26.96,-3.369,27.17,-7.1
6.240,26.92,-3.627,27.16,-7.7
6.256,26.89,-3.852,27.17,-8.2
6.273,26.86,-4.033,27.16,-8.5
6.290,26.84,-4.161,27.16,-8.8
6.306,26.83,-4.256,27.17,-9.0
6.323,26.82,-4.252,27.16,-9.0
6.340,26.82,-4.257,27.16,-9.0
6.356,26.82,-4.261,27.16,-9.0
6.373,26.83,-4.163,27.15,-8.8
6.390,26.86,-4.016,27.15,-8.5
6.406,26.88,-3.833,27.16,-8.1
6.423,26.91,-3.609,27.15,-7.6
6.440,26.95,-3.339,27.15,-7.1
6.456,26.98,-3.029,27.15,-6.4
6.473,27.01,-2.691,27.14,-5.7
6.490,27.04,-2.331,27.14,-4.9
6.507,27.07,-1.940,27.14,-4.1
6.523,27.09,-1.532,27.14,-3.2
6.540,27.11,-1.109,27.13,-2.3
6.557,27.11,-0.674,27.12,-1.4
6.573,27.11,-0.236,27.11,-0.5
6.590,27.11,0.212,27.11,0.4
6.607,27.10,0.647,27.11,1.4
6.623,27.09,1.066,27.11,2.3
6.640,27.07,1.477,27.11,3.1
6.657,27.04,1.867,27.11,3.9
6.673,27.01,2.224,27.11,4.7
6.690,26.98,2.561,27.10,5.4
6.707,26.95,2.871,27.10,6.1
6.723,26.92,3.130,27.10,6.6
6.740,26.89,3.356,27.10,7.1
6.757,26.87,3.544,27.10,7.5
6.773,26.85,3.683,27.11,7.8
6.790,26.85,3.787,27.11,8.0
6.807,26.85,3.842,27.12,8.1
6.823,26.85,3.846,27.13,8.2
6.840,26.86,3.800,27.13,8.1
6.857,26.87,3.711,27.12,7.9
6.874,26.90,3.576,27.13,7.6
6.890,26.92,3.397,27.13,7.2
6.907,26.95,3.175,27.13,6.7
6.924,26.98,2.917,27.14,6.2
6.940,27.02,2.620,27.15,5.5
6.957,27.05,2.299,27.14,4.9
6.974,27.07,1.950,27.14,4.1
6.990,27.11,1.565,27.15,3.3
7.007,27.11,1.171,27.14,2.5
7.024,27.14,0.754,27.15,1.6
7.040,27.15,0.326,27.15,0.7
7.057,27.15,-0.104,27.15,-0.2
7.074,27.15,-0.537,27.15,-1.1
7.090,27.14,-0.961,27.15,-2.0
7.107,27.12,-1.380,27.16,-2.9
7.124,27.10,-1.777,27.16,-3.8
7.140,27.08,-2.167,27.17,-4.6
7.157,27.04,-2.524,27.16,-5.3
7.174,27.02,-2.860,27.17,-6.0
7.191,26.98,-3.155,27.16,-6.7
7.207,26.95,-3.424,27.17,-7.2
7.224,26.92,-3.654,27.16,-7.7
7.241,26.89,-3.840,27.17,-8.1
7.257,26.86,-3.990,27.16,-8.4
7.274,26.85,-4.099,27.16,-8.7
7.291,26.84,-4.161,27.16,-8.8
7.307,26.84,-4.174,27.17,-8.8
7.324,26.85,-4.144,27.17,-8.8
7.341,26.86,-4.069,27.17,-8.6
7.357,26.88,-3.949,27.17,-8.4
7.374,26.90,-3.787,27.16,-8.0
7.391,26.92,-3.585,27.16,-7.6
7.407,26.95,-3.334,27.16,-7.1
7.424,26.98,-3.056,27.16,-6.5
7.441,27.01,-2.740,27.15,-5.8
7.457,27.04,-2.394,27.14,-5.1
7.474,27.07,-2.021,27.15,-4.3
7.491,27.09,-1.627,27.14,-3.4
7.508,27.11,-1.223,27.13,-2.6
7.524,27.11,-0.798,27.12,-1.7
7.541,27.12,-0.369,27.12,-0.8
7.558,27.11,5.435E-2,27.11,0.1
7.574,27.11,0.483,27.11,1.0
7.591,27.10,0.896,27.11,1.9
7.608,27.07,1.301,27.10,2.8
7.624,27.05,1.686,27.10,3.6
7.641,27.03,2.057,27.11,4.4
7.658,27.00,2.392,27.10,5.1
7.674,26.97,2.692,27.10,5.7
7.691,26.94,2.970,27.10,6.3
7.708,26.91,3.200,27.10,6.8
7.724,26.89,3.406,27.10,7.2
7.741,26.88,3.562,27.12,7.5
7.758,26.86,3.678,27.11,7.8
7.774,26.85,3.744,27.11,7.9
7.791,26.85,3.762,27.11,8.0
